"b","n","selector","psi","lower","upper","PnEIC","sn"
28,500,"TMLE",2.96292692858664,2.76763679743391,3.15821705973937,3.10610772668446e-10,NA
29,500,"relax",3.44250059127808,3.12833574546424,3.75666543709191,-0.00288823634278022,0.0257921632548972
29,500,"min_var",3.80480485682607,3.5057422058647,4.10386750778744,-9.72390279057837e-05,0.0245523101003122
29,500,"TMLE",3.25020299303814,3.06273143348916,3.43767455258711,-3.25876695420058e-16,NA
30,500,"relax",2.9822729494369,2.64996100546032,3.31458489341349,6.76673259437126e-05,0.0272819955026902
30,500,"min_var",3.07620870543547,2.74613207506608,3.40628533580486,-0.000223601489587889,0.0270984817383368
30,500,"TMLE",2.88051667222277,2.69172019065294,3.0693131537926,3.26876763503958e-16,NA
31,500,"relax",2.94383587651253,2.60600274543664,3.28166900758841,0.000153788653694904,0.0277352714211243
31,500,"min_var",2.31264253027201,1.98540293291005,2.63988212763396,-0.000159701885421177,0.0268655682871271
31,500,"TMLE",2.86490397420417,2.66017804482448,3.06962990358386,-1.15724487284585e-16,NA
32,500,"relax",3.34008424348831,3.0269078601763,3.65326062680033,-0.000532839703804751,0.0257110129080077
32,500,"min_var",3.10579989104271,2.80754635950066,3.40405342258476,-0.000174891879989213,0.0244858833806012
32,500,"TMLE",3.17189464874613,2.91046308120023,3.43332621629203,9.12204339842404e-18,NA
33,500,"relax",2.97625184631348,2.6272869111483,3.32521678147866,-0.00139790100934513,0.0286491652326639
33,500,"min_var",3.3602529546082,3.06087401915051,3.65963189006589,-5.31252485329084e-05,0.0245782762816744
33,500,"TMLE",2.86276865606547,2.67021708240933,3.0553202297216,3.2877520150798e-16,NA
34,500,"relax",2.97476669133186,2.63622063556357,3.31331274710015,0.000283979900111256,0.0277938007897023
34,500,"min_var",2.8366331602478,2.52602676562493,3.14723955487068,0.000192045468402192,0.0255000231403213
34,500,"TMLE",2.88301603647435,2.66866238530249,3.0973696876462,-7.46208650426183e-17,NA
35,500,"relax",3.02440378221989,2.72561770124254,3.32318986319723,-0.000210374121683008,0.0245296043829971
35,500,"min_var",3.07927588493586,2.79599635249979,3.36255541737193,2.36205970062134e-05,0.023256554782363
35,500,"TMLE",2.94495434231729,2.73947521270992,3.15043347192467,2.01938617737374e-16,NA
36,500,"relax",2.91221787368178,2.56197145086832,3.26246429649525,-0.00332771573074253,0.0287543722253432
36,500,"min_var",2.58476711154818,2.25785234099535,2.91168188210102,-0.000102550660576062,0.0268389008028365
36,500,"TMLE",2.87080109197341,2.57343672603024,3.16816545791658,2.96351485018498e-16,NA
37,500,"relax",3.36299322134495,3.02979835892523,3.69618808376466,-1.34200669137155e-05,0.0273544809412405
37,500,"min_var",3.30597353620052,2.97850457958036,3.63344249282069,0.000370887194898479,0.026884398119652
37,500,"TMLE",3.16226375029887,2.93808234755773,3.38644515304002,3.12945090848171e-16,NA
38,500,"relax",3.19062864274025,2.82660289557499,3.55465438990551,0.000607400548727806,0.0298856209565728
38,500,"min_var",2.70278633726597,2.36789811579961,3.03767455873233,0.000301317461800868,0.0274935015654837
38,500,"TMLE",2.86413009051597,2.62681322158033,3.10144695945161,-4.41679353681279e-16,NA
39,500,"relax",3.03343386459351,2.7052808542064,3.36158687498061,-0.00074351846983353,0.0269405572560639
39,500,"min_var",3.10475911439285,2.78610581565045,3.42341241313524,3.58143841637771e-05,0.0261606542310136
39,500,"TMLE",2.96349987950949,2.71976033324177,3.20723942577722,2.50381941688596e-10,NA
40,500,"relax",3.09926654474735,2.75533932070466,3.44319376879005,0.000155470609734884,0.0282355815060519
40,500,"min_var",3.16470107866764,2.82576252419823,3.50363963313705,0.000914087149536841,0.0278260239703399
40,500,"TMLE",3.13414042584811,2.93263285645558,3.33564799524065,5.25772215478545e-16,NA
41,500,"relax",3.21504480639458,2.91466453353107,3.51542507925809,6.99741893441453e-05,0.0246604836266025
41,500,"min_var",3.22827299620867,2.93142274482735,3.52512324758998,9.47177135402925e-05,0.0243706775213834
41,500,"TMLE",3.08408233890762,2.90615459966112,3.26201007815412,-3.16994043861318e-16,NA
42,500,"relax",3.08176446590424,2.74137279061585,3.42215614119262,-0.00297988154668193,0.0279453216253494
42,500,"min_var",2.94171137871683,2.61277860059063,3.27064415684302,-2.17089582120167e-05,0.0270045742748223
42,500,"TMLE",2.95158806722926,2.72583666160189,3.17733947285663,2.53399271784444e-10,NA
43,500,"relax",2.82934040487289,2.53081403441466,3.12786677533113,0.000819259916164584,0.0245082827863988
43,500,"min_var",2.98210896607816,2.68802666635055,3.27619126580577,1.18644200741622e-05,0.0241434354798716
43,500,"TMLE",2.87705312926717,2.68821449818208,3.06589176035225,4.53010892687011e-16,NA
44,500,"relax",3.13856935501099,2.84778512811532,3.42935358190665,-0.000885454405142163,0.0238726717899122
44,500,"min_var",3.26239114955664,2.9872923093216,3.53748998979167,-6.02055959761619e-05,0.0225849400183349
44,500,"TMLE",3.10600796255009,2.92405588663868,3.28796003846151,1.01335606572661e-16,NA
45,500,"relax",3.29909823246002,3.00184777910108,3.59634868581896,0.000386890443341733,0.0244035331221275
45,500,"min_var",3.34699516128302,3.05722371897162,3.63676660359441,7.52693861764889e-05,0.0237895246597108
45,500,"TMLE",3.13481820982033,2.95242529985311,3.31721111978755,6.32995505860543e-10,NA
46,500,"relax",3.15713542518616,2.82938139889828,3.48488945147404,0.00259214316073191,0.0269078016401499
46,500,"min_var",3.05059918412566,2.74206627866339,3.35913208958793,0.0392278196940398,0.0253297947661085
46,500,"TMLE",3.14791428899002,2.98004385342145,3.31578472455859,-5.51483771843442e-16,NA
47,500,"relax",3.40820508700609,3.0865101906058,3.72989998340638,-0.00190322640140543,0.0264103619382679
47,500,"min_var",3.21558320093393,2.9176517444976,3.51351465737027,-9.03221037582891e-06,0.0244594418044109
47,500,"TMLE",3.20877084462492,3.01124127148502,3.40630041776482,-5.1329470188155e-16,NA
48,500,"relax",3.12826777396202,2.77392301616667,3.48261253175737,0.000373702950136232,0.0290908354749227
48,500,"min_var",2.8095564050591,2.48703983225477,3.13207297786343,-7.30075311702457e-05,0.0264778195556239
48,500,"TMLE",3.10330437397731,2.94068716539518,3.26592158255944,4.67226146660948e-10,NA
49,500,"relax",3.37123348020077,3.05007617398239,3.69239078641914,0.00162289509677088,0.0263662271029391
49,500,"min_var",3.37880541081905,3.05826910852678,3.69934171311133,0.00014779745309666,0.0263152442038104
49,500,"TMLE",3.12394413455115,2.91213030506278,3.33575796403951,-2.69793735963031e-16,NA
50,500,"relax",2.7555773186779,2.15107855548552,3.36007608187029,0.00285203354987377,0.0496278657379776
50,500,"min_var",3.15226197880268,2.56606991573889,3.73845404186647,5.97623615345322e-05,0.0481249305602622
50,500,"TMLE",3.0997563654591,2.91151847039649,3.28799426052172,-7.12294372789968e-16,NA
51,500,"relax",2.70081040509224,2.38145049968108,3.0201703105034,0.00342054499308462,0.0262186649053481
51,500,"min_var",2.68196590728521,2.40068223040467,2.96324958416576,0.000148033044546769,0.0230926999367071
51,500,"TMLE",2.90434584115568,2.69194841853019,3.11674326378118,-6.30091681955158e-17,NA
52,500,"relax",3.15191623916149,2.83669148112754,3.46714099719545,-0.00273443132656572,0.0258791794484066
52,500,"min_var",3.35297912642002,3.05556955618671,3.65038869665333,0.00030257686516764,0.0244165962272301
52,500,"TMLE",3.23811117607659,3.07262117564193,3.40360117651125,1.15646901777122e-15,NA
53,500,"relax",3.42017840070725,3.10305101011107,3.73730579130342,0.000434025036674471,0.02603538091497
53,500,"min_var",3.44033474105597,3.13660625178926,3.74406323032267,-3.97741409265675e-05,0.0249353639807688
53,500,"TMLE",3.33703447438329,3.11116339892874,3.56290554983784,5.31830102960124e-15,NA
54,500,"relax",3.31236339589119,2.98477465603753,3.63995213574484,-0.000934576773364724,0.0268942320293159
54,500,"min_var",3.31236339589119,2.98477465603753,3.63995213574484,-0.000934576773364724,0.0268942320293159
54,500,"TMLE",3.18027965770592,3.0052685350911,3.35529078032073,8.77894682269065e-10,NA
55,500,"relax",2.78594009801865,2.49961230473544,3.07226789130186,0.00811017633192003,0.023506809521111
55,500,"min_var",2.65899195634365,2.37753095517036,2.94045295751694,9.99699330658577e-05,0.023107257826199
55,500,"TMLE",2.82005626531743,2.65350206664352,2.98661046399134,-4.64399785987668e-16,NA
56,500,"relax",2.67026698274612,2.35011724838197,2.99041671711028,-2.15611671797166e-05,0.0262835079250891
56,500,"min_var",2.7578360436821,2.46097495893791,3.05469712842628,0.000296275926881153,0.0243715669139031
56,500,"TMLE",2.69646485136844,2.53287653868958,2.8600531640473,2.05158806609873e-16,NA
57,500,"relax",3.16999215488434,2.83493239018536,3.50505191958331,0.00185383773949807,0.0275075848441184
57,500,"min_var",3.61481334738016,3.3021635186392,3.92746317612112,3.12444136869632e-05,0.0256677840692621
57,500,"TMLE",3.16205630759013,2.93635176298652,3.38776085219374,1.06633885749163e-16,NA
58,500,"relax",3.2450215789938,2.88529009532942,3.60475306265817,6.79029834145971e-05,0.0295330724561589
58,500,"min_var",3.32578821605533,2.9779417034643,3.67363472864637,-9.61762936561979e-05,0.0285573454826039
58,500,"TMLE",3.11942044041316,2.92516651291706,3.31367436790926,-4.16730885910432e-16,NA
59,500,"relax",3.16914796829224,2.8667227927968,3.47157314378767,0.00275257880968258,0.0248283651169281
59,500,"min_var",3.43622284367442,3.14916923894521,3.72327644840363,0.000371658981296186,0.0235663968605506
59,500,"TMLE",3.0450219538048,2.84654933353621,3.24349457407339,-5.8607491689594e-16,NA
60,500,"relax",2.81758139060497,2.47035973395124,3.1648030472587,-0.000432397812266005,0.0285060463428033
60,500,"min_var",2.92563674033642,2.60370196067704,3.2475715199958,0.000149640928250764,0.0264300557654516
60,500,"TMLE",2.82113946696685,2.62641261945983,3.01586631447387,-2.01904465368941e-17,NA
61,500,"relax",3.46580861128807,3.14062863316412,3.79098858941202,0.000762535155096556,0.0266964785995404
61,500,"min_var",3.57661465539694,3.25907084886201,3.89415846193186,-0.000158969200177197,0.0260695676421529
61,500,"TMLE",3.27888190053351,3.12323470092634,3.43452910014068,3.25296647257778e-16,NA
62,500,"relax",2.93030261993408,2.58038333292094,3.28022190694722,-0.00179990849841308,0.0287275151785384
62,500,"min_var",3.07881124539733,2.73884086947618,3.41878162131848,3.53574887702288e-05,0.0279107339806668
62,500,"TMLE",2.93730171211477,2.73237365768888,3.14222976654066,1.42008583711717e-16,NA
63,500,"relax",2.91029021724224,2.6692190975577,3.15136133692678,-0.000125208224759565,0.0197913476246448
63,500,"min_var",2.92652675256193,2.69244801300901,3.16060549211484,-0.000176667356028921,0.0192172903668126
63,500,"TMLE",2.91797582574914,2.73210166090473,3.10384999059354,-4.71437559129706e-16,NA
64,500,"relax",3.17625459246635,2.79758435594849,3.55492482898422,-0.00096080510020425,0.0310878976122836
64,500,"min_var",3.60934348077774,3.28308906250865,3.93559789904683,-2.9375728767381e-06,0.0267846875000592
64,500,"TMLE",3.11463779885426,2.87144739106793,3.35782820664059,5.06044316693488e-16,NA
65,500,"relax",3.1506697429657,2.84262830031583,3.45871118561556,-0.00142697087715311,0.0252894468746748
65,500,"min_var",3.36456007415593,3.06676892696248,3.66235122134937,-4.92273438512789e-05,0.0244479227597214
65,500,"TMLE",3.12116773177828,2.91303854007104,3.32929692348553,2.67503900974742e-16,NA
66,500,"relax",3.10947344425201,2.80238904419753,3.4165578443065,-0.00128867820920594,0.025210876025037
66,500,"min_var",3.55032782784462,3.25574912644812,3.84490652924112,5.47798028088481e-05,0.0241841888393093
66,500,"TMLE",3.07965933969965,2.86563488197984,3.29368379741945,3.46572275662215e-10,NA
67,500,"relax",3.09008319926023,2.76409402170318,3.41607237681729,-0.00022598993711325,0.0267629118881864
67,500,"min_var",3.21771744553328,2.89995154650557,3.53548334456098,6.27540554064732e-06,0.0260878008910595
67,500,"TMLE",3.04168565911958,2.86765607145822,3.21571524678094,-6.58888742177677e-16,NA
68,500,"relax",2.99105845605373,2.70331175208077,3.27880516002669,-0.000425817757189349,0.0236232986084224
68,500,"min_var",3.39519967720006,3.12053500739135,3.66986434700876,0.000224461648413121,0.0225492956912705
68,500,"TMLE",3.03278228343587,2.88017705508915,3.1853875117826,-1.8201117154247e-16,NA
69,500,"relax",2.63784743062019,2.33715967511444,2.93853518612595,0.000129526866354536,0.0246857271973346
69,500,"min_var",2.82263312731236,2.53282622987798,3.11244002474674,9.9094497886104e-05,0.0237924354383432
69,500,"TMLE",2.7989368539672,2.62882282513985,2.96905088279456,5.34891598660738e-10,NA
70,500,"relax",3.04101368216515,2.71583959064306,3.36618777368724,-0.00406946283040048,0.0266959953239661
70,500,"min_var",3.58227529311359,3.28217480636376,3.88237577986342,-5.56324147654944e-06,0.0246375138729313
70,500,"TMLE",3.03504718012326,2.85009597198058,3.21999838826595,2.81911863644901e-16,NA
71,500,"relax",3.24888871994019,2.9064756865651,3.59130175331527,-0.00299719081965876,0.0281112701662618
71,500,"min_var",3.52164585161924,3.1993589749275,3.84393272831098,5.47389066177368e-06,0.0264589620681813
71,500,"TMLE",3.10869668845636,2.88274580752567,3.33464756938704,2.49959506271654e-10,NA
72,500,"relax",3.05553619766235,2.74542535890141,3.3656470364233,-0.00200592172035737,0.0254593392195609
72,500,"min_var",3.06807746204674,2.76470915854828,3.37144576554521,4.34750378357657e-05,0.0249057936126633
72,500,"TMLE",2.98848892865058,2.80959815351957,3.16737970378159,3.31550989462505e-17,NA
73,500,"relax",2.93807586594105,2.58540753783074,3.29074419405136,0.000104552194642114,0.0289532047097431
73,500,"min_var",2.12207135162353,1.78305638606354,2.46108631718353,-0.000570531246605592,0.0278322971334547
73,500,"TMLE",2.93189066945211,2.73790800838404,3.12587333052019,2.60263598866883e-16,NA
74,500,"relax",3.32115821935654,3.02462070757934,3.61769573113373,0.00422776404882758,0.0243450023669761
74,500,"min_var",3.37771983433962,3.08912243498959,3.66631723368965,0.000314785318674076,0.0236931386122861
74,500,"TMLE",3.09973370147774,2.91188569100868,3.2875817119468,1.51710078961226e-16,NA
75,500,"relax",3.10878211174011,2.82070023829065,3.39686398518958,0.000383184774919791,0.0236508152003365
75,500,"min_var",3.16357611673474,2.89497831579739,3.4321739176721,-0.000123787237107461,0.0220512206378042
75,500,"TMLE",3.05880368891196,2.86172462443087,3.25588275339304,-3.25309495053522e-16,NA
76,500,"relax",3.18552916302681,2.88404326620598,3.48701505984764,0.00247599471088232,0.0247512526416144
76,500,"min_var",3.28105523253798,2.99040443381858,3.57170603125739,1.53569982038114e-05,0.0238617176639152
76,500,"TMLE",3.11448748840766,2.93092141006824,3.29805356674709,1.40262367692712e-16,NA
77,500,"relax",2.96886563133717,2.67241577307471,3.26531548959963,0.000808815192408538,0.0243378062284135
77,500,"min_var",2.96886563133717,2.67241577307471,3.26531548959963,0.000808815192408538,0.0243378062284135
77,500,"TMLE",2.98879002961587,2.82626939535979,3.15131066387196,-1.27778863878714e-16,NA
78,500,"relax",3.33931117312431,3.03452170732589,3.64410063892273,0.00275140943580692,0.0250224675516499
78,500,"min_var",3.35546502206326,3.05604836099405,3.65488168313246,-0.00013835803846969,0.0245813734618463
78,500,"TMLE",3.17360462694605,2.95101123541031,3.39619801848178,6.09444352622779e-16,NA
79,500,"relax",3.01842358371258,2.72903397629084,3.30781319113432,-0.00305698618742267,0.0237581769518384
79,500,"min_var",3.34985345242918,3.07807755823143,3.62162934662692,-0.000119987799107408,0.0223121342992262
79,500,"TMLE",3.09793939917642,2.8949958178232,3.30088298052964,-3.84437707362517e-16,NA
80,500,"relax",2.61250566989899,2.24772463840473,2.97728670139324,-0.0160353457870282,0.0299476279474145
80,500,"min_var",2.37877620040417,2.02709232462024,2.73046007618809,-4.38664000305436e-05,0.0288723835884207
80,500,"TMLE",2.66098136530594,2.4579127632441,2.86404996736778,2.34413266575473e-10,NA
81,500,"relax",2.81635459736824,2.51552250473203,3.11718669000445,-0.00943043576494,0.0246975769217133
81,500,"min_var",2.78034246463299,2.48961636146392,3.07106856780206,-9.22371615431629e-05,0.0238678999745252
81,500,"TMLE",2.84559449386549,2.66017674531363,3.03101224241735,2.56628702663408e-16,NA
82,500,"relax",3.17185961370468,2.84499943371704,3.49871979369232,-0.00192716424874815,0.0268344190513344
82,500,"min_var",3.02776134064198,2.72946960330849,3.32605307797547,-9.93862122074428e-06,0.0244890199823672
82,500,"TMLE",3.07792438307816,2.89888505070636,3.25696371544997,4.61041795019046e-17,NA
83,500,"relax",3.02833031478167,2.68462225481241,3.37203837475092,0.00133907848267296,0.0282175886731901
83,500,"min_var",2.60040056140959,2.26663240778444,2.93416871503475,4.43077999238602e-05,0.0274015467430331
83,500,"TMLE",2.98431315034566,2.77675710800485,3.19186919268647,3.86822269497506e-10,NA
84,500,"relax",3.11677295203686,2.77121886684419,3.46232703722953,-0.00218254866886681,0.0283691428160851
84,500,"min_var",3.33367155171037,3.0204495619609,3.64689354145984,-0.000175757547130103,0.0257147570846589
84,500,"TMLE",3.2489848355856,3.01935729203005,3.47861237914114,-3.65220440695646e-16,NA
85,500,"relax",2.78653691949844,2.48973784670565,3.08333599229124,-0.00140381292035882,0.0243664758847974
85,500,"min_var",2.93643172182083,2.66486498962284,3.20799845401882,0.000104044487147964,0.0222949626120805
85,500,"TMLE",2.86446467315767,2.60644730633219,3.12248203998315,-3.56014696889506e-16,NA
86,500,"relax",2.93801570749283,2.56858661791379,3.30744479707186,0.00390232226695418,0.0303292221153756
86,500,"min_var",2.94006083997726,2.57396813815462,3.3061535417999,0.000315745964351376,0.0300553128640982
86,500,"TMLE",2.92510931166928,2.70345161981774,3.14676700352081,5.77668121670705e-16,NA
87,500,"relax",2.92501968326569,2.58844692436833,3.26159244216304,-0.00238696562044624,0.0276317979567194
87,500,"min_var",3.06472952586457,2.76376225741037,3.36569679431877,0.000306877143533266,0.0247086745248102
87,500,"TMLE",3.06492838264901,2.88923716700743,3.24061959829059,5.43300964851082e-10,NA
88,500,"relax",3.18157260505676,2.86179420718494,3.50135100292859,-5.58981956525183e-06,0.0262530221098863
88,500,"min_var",3.14751466905117,2.85758856979727,3.43744076830507,1.13944450885428e-05,0.0238022216153465
88,500,"TMLE",3.10259885924108,2.89671082736579,3.30848689111637,-4.13089050813054e-16,NA
89,500,"relax",3.42186965072274,3.07094727189294,3.77279202955254,-0.00339318298223228,0.0288098665562934
89,500,"min_var",3.24561053800345,2.91584173810133,3.57537933790556,2.87833552801035e-05,0.0270732096120234
89,500,"TMLE",3.26348641974274,3.09183264921586,3.43514019026963,7.71739583102764e-10,NA
90,500,"relax",2.82310895911217,2.25039770671735,3.39582021150698,-0.00018166989975204,0.0470181890701954
90,500,"min_var",3.73433480364353,3.20831571807305,4.260353889214,3.36110505914262e-05,0.0431848767008932
90,500,"TMLE",2.86670610935163,2.6515700012622,3.08184221744107,2.64583439792826e-16,NA
91,500,"relax",3.07011500115752,2.72437617014419,3.41585383217086,-0.000876941729018972,0.0283843099948155
91,500,"min_var",3.54259175425887,3.22999294191622,3.85519056660152,-1.59987438815808e-05,0.0256635957480944
91,500,"TMLE",3.10612621668101,2.87597761281888,3.33627482054314,3.26805779365686e-10,NA
92,500,"relax",3.06939342605591,2.75775589230466,3.38103095980716,0.000355393750540407,0.0255846771335732
92,500,"min_var",2.65727580432147,2.36296702751042,2.95158458113252,3.78217662344061e-05,0.0241620286929172
92,500,"TMLE",3.00947976376019,2.7777539634278,3.24120556409257,4.82020673375771e-15,NA
