"n","b","psi_os","psi_reg_cv","psi_reg","psi_relax","lower_proj_os","lower_proj_reg_cv","lower_proj_reg","lower_proj_relax","upper_proj_os","upper_proj_reg_cv","upper_proj_reg","upper_proj_relax","lower_delta_os","lower_delta_reg_cv","lower_delta_reg","lower_delta_relax","upper_delta_os","upper_delta_reg_cv","upper_delta_reg","upper_delta_relax"
1000,6,2.70200942275098,3.22199313786842,3.22432820110194,0.00918313995157673,2.34085317194304,2.90746670420533,2.90988240657133,-0.312690433868352,3.06316567355893,3.53651957153152,3.53877399563255,0.331056713771506,2.41101473089464,2.92536521653011,2.92761487922634,-0.91360828946284,2.99300411460733,3.51862105920674,3.52104152297754,0.931974569365994
1000,7,2.95459041381865,3.00936997623314,3.01020495015898,2.94481066309505,2.78074709603573,2.83588409793147,2.83643475279813,2.78274326970278,3.12843373160157,3.18285585453481,3.18397514751983,3.10687805648732,2.72658935928253,2.78041070956831,2.78111609098647,2.72341316135107,3.18259146835477,3.23832924289798,3.23929380933148,3.16620816483903
1000,8,-0.136642047249941,-0.132833217555659,-0.130729738482283,-0.611261145812022,-0.374733488489002,-0.370948435516823,-0.368845629055891,-0.85034283346821,0.10144939398912,0.105282000405505,0.107386152091324,-0.372179458155835,-0.927157841481471,-0.922739579131547,-0.920493017974338,-1.71298218784269,0.653873746981589,0.657073144020229,0.659033541009771,0.490459896218643
1000,9,2.84341896571919,2.95868073407841,2.95842998525693,2.81328777203489,2.69070689461159,2.80938845395609,2.80915204118617,2.68353841304943,2.99613103682679,3.10797301420073,3.10770792932769,2.94303713102034,2.60291719077708,2.71939166436524,2.71915526926437,2.59088385091304,3.0839207406613,3.19796980379158,3.19770470124949,3.03569169315673
1000,10,2.99809136640603,3.01429634397483,3.01212884501071,3.30081444711778,2.84231061351922,2.85791941439335,2.85591657899185,3.1593061290134,3.15387211929284,3.17067327355632,3.16834111102957,3.44232276522216,2.72678922652784,2.74215690980692,2.74017625373889,2.99449466013453,3.26939350628422,3.28643577814274,3.28408143628253,3.60713423410103
1500,1,2.86567225344981,2.96521190510275,2.9640767280694,2.87010808646922,2.73495177725829,2.83573127407528,2.83435209516492,2.73690422382494,2.99639272964134,3.09469253613022,3.09380136097388,3.00331194911349,2.65004144687836,2.74958257377939,2.74824943780234,2.65796692752911,3.08130306002126,3.18084123642611,3.17990401833647,3.08224924540933
1500,2,3.25503240448961,3.41738110719275,3.41788909281827,3.48263950226665,3.12138384154338,3.29053814956662,3.29105628181739,3.36248550741058,3.38868096743584,3.54422406481887,3.54472190381914,3.60279349712272,3.05386380588946,3.21563647959051,3.21615176470388,3.28351041521329,3.45620100308976,3.61912573479498,3.61962642093265,3.68176858932001
1500,3,2.66569529043266,2.63763280296555,2.64001691608859,0.830674268382498,2.40467815011547,2.37190308831403,2.37449176809999,0.554400448128654,2.92671243074986,2.90336251761707,2.90554206407719,1.10694808863634,2.40587095312246,2.37524598452006,2.37783639586135,0.399309677426521,2.92551962774287,2.90001962141104,2.90219743631582,1.26203885933848
1500,4,1.60076019197677,1.91778001379101,1.9169529688345,-0.890205961463647,1.46436698282571,1.78427647308246,1.78397287825181,-1.01339114792396,1.73715340112784,2.05128355449956,2.04993305941719,-0.767020775003338,1.32093623047662,1.66027526557776,1.65976325233483,-1.43433720386659,1.88058415347692,2.17528476200426,2.17414268533416,-0.346074719060704
1500,5,1.26382841681815,1.40221394418268,1.40391758778353,-0.545398268124491,1.11317016721569,1.25484423404726,1.25658898671949,-0.669792437983233,1.41448666642062,1.5495836543181,1.55124618884757,-0.421004098265748,0.949538342246532,1.10084183497085,1.1026597477194,-1.13366790616539,1.57811849138978,1.70358605339451,1.70517542784766,0.042871369916413
1500,6,2.98147966558173,3.08406624509511,3.08295411533023,2.97446702899093,2.85564362483118,2.95996344240417,2.95871884049824,2.84769868776163,3.10731570633229,3.20816904778604,3.20718939016222,3.10123537022023,2.7726228933706,2.87461415735129,2.87337839982729,2.76843178303527,3.19033643779287,3.29351833283893,3.29252983083317,3.18050227494659
1500,7,2.14883831512424,2.39824295775868,2.39929201888426,0.333670358714167,1.99160359359065,2.2450804091767,2.24607113249405,0.18903931346523,2.30607303665783,2.55140550634065,2.55251290527447,0.478301403963105,1.89107780861404,2.16075852392226,2.16192221738902,-0.228684641650041,2.40659882163443,2.6357273915951,2.6366618203795,0.896025359078376
1500,8,1.14475258804897,1.09054461984226,1.09055270543843,0.575293190755276,0.889651223163392,0.838190801608448,0.838167919270571,0.386348911766322,1.39985395293455,1.34289843807607,1.3429374916063,0.764237469744229,0.516707623007443,0.462978065355596,0.462967628813557,-0.23974918647596,1.7727975530905,1.71811117432892,1.71813778206331,1.39033556798651
1500,9,2.98594751430589,3.41663093565858,3.4183955004864,3.2717730473139,2.62985304569009,3.13930306334671,3.14129474618763,2.96383315556074,3.34204198292169,3.69395880797045,3.69549625478517,3.57971293906706,2.7569534502058,3.18346796480428,3.18516244594882,3.0446970041685,3.21494157840597,3.64979390651289,3.65162855502399,3.4988490904593
1500,10,-0.439318263752534,-0.574022816663956,-0.571009096917256,-3.01365555759073,-0.567541283538123,-0.702320670856073,-0.699318961011919,-3.12913013443098,-0.311095243966945,-0.44572496247184,-0.442699232822593,-2.89818098075048,-0.804159557824995,-0.948916942298855,-0.945643083584786,-3.62716185388284,-0.0744769696800724,-0.199128691029058,-0.196375110249726,-2.40014926129862
2000,1,1.05298422935777,1.3406770078099,1.33868194742908,-1.43960412488094,0.929590209079762,1.21812585938312,1.21606655349644,-1.56033600205724,1.17637824963578,1.46322815623669,1.46129734136172,-1.31887224770464,0.770731702752105,1.07343232335437,1.07126051583224,-2.09016037851287,1.33523675596344,1.60792169226544,1.60610337902591,-0.789047871249018
2000,2,1.03316400041726,1.19334560009077,1.23155430947472,-0.366332971555139,0.91420767689454,1.07164733588367,1.11012672612906,-0.456232722380086,1.15212032393998,1.31504386429787,1.35298189282039,-0.276433220730191,0.767671841179336,0.939060904835279,0.980916656422829,-0.813186064636449,1.29865615965519,1.44763029534626,1.48219196252662,0.0805201215261719
2000,3,2.5801006848159,2.62798287194164,2.62821444074206,0.451937806782858,2.37339435979983,2.42026754869283,2.42049195315007,0.259628737096985,2.78680700983197,2.83569819519045,2.83593692833404,0.644246876468732,2.40846722228438,2.4561621141304,2.4563950283594,0.116159516908472,2.75173414734743,2.79980362975288,2.80003385312471,0.787716096657245
2000,4,2.37329927104124,2.33758745618309,2.33528564536688,1.62975748996284,2.24776671845424,2.21197879423281,2.2096620299573,1.51055375896545,2.49883182362823,2.46319611813337,2.46090926077647,1.74896122096024,2.16657458660832,2.12799977210594,2.12532283791206,1.26889189094146,2.58002395547416,2.54717514026024,2.5452484528217,1.99062308898422
2000,5,2.82188066094248,2.8951724189764,2.89479615763375,2.81175203749384,2.71804120750146,2.79148507382161,2.79096556882199,2.71619130751384,2.9257201143835,2.9988597641312,2.9986267464455,2.90731276747384,2.67125405214365,2.74411485758231,2.74371583936494,2.66460877666732,2.97250726974132,3.04622998037049,3.04587647590255,2.95889529832037
2000,6,2.94375557459552,3.22770179399208,3.22585155397652,2.94849827037923,2.8195031080605,3.1146896845173,3.1123026740976,2.82808318640794,3.06800804113053,3.34071390346687,3.33940043385544,3.06891335435053,2.75882235722547,3.0413603406104,3.03897131372648,2.77099569775806,3.12868879196557,3.41404324737376,3.41273179422657,3.1260008430004
2000,7,-0.355223184250501,-0.334107274538833,-0.332721092263115,-1.02514474218084,-0.547664402061905,-0.526890087161302,-0.52552971872622,-1.17857684194227,-0.162781966439096,-0.141324461916365,-0.13991246580001,-0.871712642419407,-0.795743700921753,-0.770924304726053,-0.769536275711784,-1.61194645706884,0.0852973324207522,0.102709755648387,0.104094091185554,-0.438343027292841
2000,8,0.801730998615511,0.787802097200747,0.78757648484857,-1.94921028578694,0.648761299778171,0.63508492719061,0.634913567144275,-2.08171246987332,0.954700697452851,0.940519267210884,0.940239402552864,-1.81670810170055,0.550537935977513,0.535838885025392,0.535602128603973,-2.40192562368878,1.05292406125351,1.0397653093761,1.03955084109317,-1.49649494788509
2000,9,1.81619527355928,1.86557107879239,1.86084109897616,-0.273184990962408,1.66869490797821,1.7147980021903,1.7099227008091,-0.413376574146793,1.96369563914035,2.01634415539448,2.01175949714322,-0.132993407778023,1.60161923535324,1.65334685491671,1.64833678489431,-0.696932043635534,2.03077131176532,2.07779530266807,2.073345413058,0.150562061710718
2000,10,2.89601579753262,2.97407918801604,2.97460911272685,2.88969222643757,2.7414768436429,2.82249399793482,2.82304283323006,2.75393372609218,3.05055475142234,3.12566437809725,3.12617539222365,3.02545072678296,2.72895965018706,2.80685544281334,2.80738341780433,2.72577089851633,3.06307194487818,3.14130293321873,3.14183480764938,3.05361355435882
