"","psi_reg","psi_relax","lower_proj_reg","lower_proj_relax","upper_proj_reg","upper_proj_relax","lower_delta_reg","lower_delta_relax","upper_delta_reg","upper_delta_relax"
"33",3.27617588716742,3.35617124052027,3.01260058659449,3.16121788947048,3.53975118774035,3.55112459157006,2.87845927494904,2.98125192936557,3.67389249938579,3.73109055167498
"34",2.63348652132938,2.61626323888871,2.42460565590992,2.42841874070942,2.84236738674885,2.80410773706801,2.29060150429415,2.28623781208477,2.97637153836462,2.94628866569266
"35",0.890828560721872,-5.02482424818927,0.621256845330085,-5.34254438472653,1.16040027611366,-4.70710411165201,0.36708468710293,-6.64973914392391,1.41457243434081,-3.39990935245462
"36",1.11779916578137,-5.97124113497198,0.629732510532026,-6.1371801447073,1.60586582103071,-5.80530212523665,0.503668027278423,-7.84297497111221,1.73193030428432,-4.09950729883174
"37",0.634727852692409,0.634727852692409,0.0955324631494606,0.0955324631494606,1.17392324223536,1.17392324223536,0.0955324631494606,0.0955324631494606,1.17392324223536,1.17392324223536
"38",0.522892876501512,-3.04666014302957,0.288629364305053,-3.24280844216368,0.757156388697971,-2.85051184389546,0.0138980245327469,-4.37608823441874,1.03188772847028,-1.7172320516404
"39",3.01121450115515,2.97844317708624,2.81346992508219,2.7205771307436,3.20895907722812,3.23630922342888,2.65845650140677,2.64006048733775,3.36397250090354,3.31682586683474
"40",2.82297148412527,-0.601122199071214,2.63739065943334,-0.818490093234175,3.00855230881719,-0.383754304908252,2.48380384251188,-2.01539094321439,3.16213912573865,0.813146545071966
"41",3.37873883219388,0.108235468235925,2.95427164272292,-0.773965301728884,3.80320602166483,0.990436238200734,2.77713958633464,-1.57168503213649,3.98033807805311,1.78815596860834
"42",3.17107159065944,3.13495644265104,2.95563752289234,2.91450164840423,3.38650565842653,3.35541123689785,2.81124248096614,2.83704926545447,3.53090070035273,3.43286361984762
"43",2.31359665206574,-2.28786413790593,2.15034540186567,-2.44306264660253,2.47684790226581,-2.13266562920933,1.98955612156889,-3.38302558074564,2.63763718256259,-1.19270269506622
"44",1.88455272278022,-1.98305690107835,1.68521918916922,-2.22883565718664,2.08388625639121,-1.73727814497007,1.48475209721949,-3.10296799627227,2.28435334834094,-0.863145805884439
"45",0.986958917257466,-0.384565165118659,0.65738245459229,-0.671788275818828,1.31653537992264,-0.0973420544184894,0.0589388887710384,-2.25785499086346,1.91497894574389,1.48872466062615
"46",1.97600020997196,-0.0751380631555108,1.24688403094256,-0.769427419717986,2.70511638900136,0.619151293406965,1.23919934175386,-1.71650298457721,2.71280107819006,1.56622685826619
"47",2.90047548784534,2.87748405505256,2.62347287648106,2.54801223464308,3.17747809920963,3.20695587546204,2.52984005754915,2.52938484319676,3.27111091814154,3.22558326690836
"48",3.97736574529468,3.77651190016031,3.69588471559707,3.57879765686412,4.25884677499228,3.97422614345651,3.63704815750057,3.46561757364816,4.31768333308878,4.08740622667247
"49",2.49083876426609,2.55158706987747,2.26693259516847,2.33411057293542,2.71474493336372,2.76906356681951,2.04873697976423,2.17252491188302,2.93294054876795,2.93064922787192
"50",3.38281927931023,3.29403150839329,3.11374193933235,3.05937532854091,3.65189661928811,3.52868768824566,3.06099933268807,3.00520263246502,3.70463922593239,3.58286038432155
"51",2.67689439639185,1.16692483077571,2.39228058894357,1.00823717727694,2.96150820384013,1.32561248427448,2.17176424867084,0.164538436104356,3.18202454411286,2.16931122544707
"52",3.61486015496046,5.27047561443625,3.11205701949544,4.61599635128651,4.11766329042547,5.924954877586,3.1199239761765,4.08089686735307,4.10979633374441,6.46005436151944
"53",3.02133015629499,-2.13245804561097,2.85547927525724,-2.31735222948154,3.18718103733273,-1.9475638617404,2.7536749793227,-3.11274845136703,3.28898533326727,-1.15216763985491
"54",3.06195033878573,3.08985331271449,2.84000215296664,2.91675507705793,3.28389852460483,3.26295154837105,2.76445712102609,2.79945583464244,3.35944355654537,3.38025079078653
"55",1.64572796579023,-1.58900220148822,1.13674991718875,-1.77511861694985,2.15470601439172,-1.40288578602658,1.16926975203002,-2.97460791057251,2.12218617955045,-0.203396492403918
"56",2.77486931387498,2.8935084142322,2.54479038444184,2.69315852500433,3.00494824330812,3.09385830346007,2.46748874788558,2.59981105746238,3.08224987986438,3.18720577100202
"57",2.94136898412924,2.76112346594357,2.52541170039643,2.18048122176702,3.35732626786206,3.34176571012011,2.5670508472151,2.44579622707024,3.31568712104339,3.0764507048169
"58",3.14537396716404,3.17217221892,2.83467317428528,2.94703379340226,3.45607476004281,3.39731064443774,2.75143143391634,2.80614046147,3.53931650041174,3.53820397637
"59",3.30258425439504,-1.0896110336992,3.15416951227033,-1.23768607498249,3.45099899651975,-0.941535992415913,2.96162139505689,-2.25766302448763,3.64354711373319,0.0784409570892222
"60",4.25573321651226,2.41074597155417,3.58731337936916,1.20014396226244,4.92415305365536,3.62134798084591,2.98442049003282,0.412649855824023,5.5270459429917,4.40884208728432
"61",1.09409938772585,-3.02112834517802,0.819445067052911,-3.23806274183546,1.36875370839879,-2.80419394852057,0.582227006346749,-4.45641924113404,1.60597176910496,-1.58583744922199
"62",3.06538442114093,-1.46358364706291,2.87582546146124,-1.63413728351236,3.25494338082061,-1.29303001061346,2.7790603951509,-2.26662819004202,3.35170844713095,-0.660539104083797
"63",2.96420869456714,0.134450231674496,2.63953145316396,-0.124049187138387,3.28888593597032,0.392949650487379,2.5146254654624,-1.22118566444979,3.41379192367188,1.49008612779878
"64",2.80621568224443,-1.00306035022248,2.462460467042,-1.21640431044944,3.14997089744686,-0.78971638999553,2.10339903398226,-2.63854420269174,3.5090323305066,0.632423502246771
"65",0.873141505033058,-0.295630339951718,0.494297261618274,-0.571806430134972,1.25198574844784,-0.0194542497684642,0.181549985033905,-1.41046939645267,1.56473302503221,0.819208716549233
"66",2.93648038997068,2.81789308369303,2.69590500662629,2.62955906053814,3.17705577331508,3.00622710684792,2.52280142007061,2.41112897818516,3.35015935987075,3.2246571892009
"67",2.43503492483257,0.550394101313847,2.14471688308834,0.319822538436223,2.72535296657681,0.780965664191471,1.91636458095173,-0.76684518190036,2.95370526871341,1.86763338452805
"68",1.10466042830029,-1.32940057677036,0.827950251767289,-1.49874032111367,1.3813706048333,-1.16006083242704,0.469409346029198,-2.98583073116264,1.73991151057139,0.327029577621927
"69",1.31109355749603,0.409267410107025,1.03828509529979,0.251558007913621,1.58390201969227,0.566976812300429,0.517354032380427,-1.10784561493251,2.10483308261163,1.92638043514656
"70",2.87666129243531,2.99904061973606,2.5964094767966,2.8131185027976,3.15691310807402,3.18496273667452,2.42070539019893,2.55785927662439,3.3326171946717,3.44022196284774
"71",1.94701537658028,-2.30481342200797,1.72502969243796,-2.49248535199999,2.1690010607226,-2.11714149201596,1.54513552870638,-3.59342987349416,2.34889522445418,-1.01619697052179
"72",1.24867939696613,-0.527442413888011,0.984695238835704,-0.741890740128711,1.51266355509657,-0.31299408764731,0.723701205359683,-1.99949915473798,1.77365758857259,0.944614326961956
"73",2.81458379712439,-1.56099245616143,2.49094580511554,-1.92232080969356,3.13822178913325,-1.19966410262929,2.5066089800315,-2.75842991830517,3.12255861421729,-0.363554994017684
"74",3.18021874002486,3.37047162199218,2.94780207222736,3.11567396864485,3.41263540782237,3.6252692753395,2.76995234097877,2.99425643887585,3.59048513907095,3.74668680510851
"75",2.44407649472908,0.493338727640329,2.08772874918119,0.19160567205893,2.80042424027697,0.795071783221729,1.77066776179062,-1.07529906059537,3.11748522766755,2.06197651587603
"76",0.861150455880067,0.861150455880067,0.345033567335979,0.345033567335979,1.37726734442415,1.37726734442415,0.345033567335979,0.345033567335979,1.37726734442415,1.37726734442415
"77",1.47740709460691,1.36356961265937,1.00697465611846,1.05511859941933,1.94783953309535,1.67202062589941,0.463827553174128,-0.932481765677333,2.49098663603969,3.65962099099607
"78",3.25580375980817,3.26201348216799,3.0274408014252,2.93957400298476,3.48416671819114,3.58445296135123,2.88245328759002,2.91980401311641,3.62915423202632,3.60422295121958
"79",3.07428405107913,0.6338822303204,2.77284836952629,0.311999379726595,3.37571973263197,0.955765080914204,2.48465776121747,-1.15804088241676,3.66391034094078,2.42580534305756
"80",2.82121224319246,2.93258118111864,2.59598775494718,2.42966396708683,3.04643673143774,3.43549839515045,2.46285712486217,2.5726246549467,3.17956736152275,3.29253770729058
"81",1.85030711069618,-0.705124487046527,1.59637574308264,-0.915538496790087,2.10423847830972,-0.494710477302967,1.4419337110892,-1.92040581103999,2.25868051030315,0.510156836946936
"82",3.11435286979631,0.47274116450416,2.67109733708945,0.253676233475711,3.55760840250318,0.691806095532608,2.62034216556905,-1.25673480715049,3.60836357402358,2.20221713615881
"83",1.34499537034768,-2.62938753559667,1.05208843194956,-2.90359161840601,1.63790230874579,-2.35518345278733,1.01285757704854,-3.47656845007296,1.67713316364681,-1.78220662112037
"84",2.77258311879661,2.87966632185666,2.47194989117025,2.59061698864271,3.07321634642296,3.16871565507061,2.32281070288057,2.44854148621847,3.22235553471264,3.31079115749485
"85",0.800542000480866,-0.734157922577785,0.433599692736339,-1.08457771513971,1.16748430822539,-0.383738130015863,0.121622630954252,-2.68460083975112,1.47946137000748,1.21628499459555
"86",2.94047771897144,3.01974223131631,2.75298398247208,2.84504778155915,3.12797145547079,3.19443668107348,2.62846506195947,2.72336465955231,3.2524903759834,3.31611980308032
"87",3.43414599856607,3.03071206963297,2.81515521951662,2.37391821278889,4.05313677761552,3.68750592647704,2.94594981922231,2.58852142633775,3.92234217790983,3.47290271292818
"88",4.44067488325909,3.28431472537944,4.18695586941064,3.05011439282542,4.69439389710754,3.51851505793346,3.91488951067758,1.95631721577402,4.9664602558406,4.61231223498486
"89",2.29244064047251,2.74749333905584,2.08490571597842,2.41512030520588,2.4999755649666,3.07986637290581,1.9085995441053,2.38153358897248,2.67628173683972,3.11345308913921
"90",3.2421707409353,2.91838544537727,2.99882048020395,2.5898112653384,3.48552100166666,3.24695962541614,2.9117244211919,2.58757187345623,3.57261706067871,3.2491990172983
"91",1.32623032778745,-0.602541879608287,0.857881473916456,-0.749592466971757,1.79457918165844,-0.455491292244817,0.568458187120168,-1.96826778303794,2.08400246845473,0.763184023821365
"92",2.53069795294484,-1.15895158535169,2.28687527564987,-1.75377836146019,2.77452063023981,-0.564124809243185,2.22997567518677,-2.46940057265152,2.83142023070292,0.151497401948141
"93",-1.63602366222952,-3.50792311894669,-2.00755047694577,-3.69850772878136,-1.26449684751327,-3.31733850911202,-2.63056467519546,-4.87022129806146,-0.641482649263583,-2.14562493983192
"94",3.37327559653749,-2.22416410825334,3.12285091395366,-2.54953343065318,3.62370027912133,-1.89879478585349,3.04616930906628,-3.66556378654688,3.70038188400871,-0.782764429959798
"95",2.91682121944926,2.88209365787633,2.69994673482583,2.6745715622028,3.13369570407268,3.08961575354986,2.58888736535866,2.56557030057781,3.24475507353985,3.19861701517485
"96",2.88962434211643,-1.43721398989708,2.53495033261055,-2.02181241256425,3.24429835162232,-0.852615567229917,2.58977680279175,-2.92526268827687,3.18947188144112,0.0508347084827068
"97",2.86438036708596,3.380699952331,2.49014184820952,2.93152415891474,3.2386188859624,3.82987574574726,2.3561444791564,2.94755339039849,3.37261625501552,3.81384651426352
"98",0.756244240716467,-3.33836836782174,0.46873903171213,-3.58523955237348,1.0437494497208,-3.09149718326999,0.305466039890401,-5.08396770922818,1.20702244154253,-1.5927690264153
"99",-0.276579048670019,-0.276579048670019,-1.00054232406295,-1.00054232406295,0.447384226722911,0.447384226722911,-1.00054232406295,-1.00054232406295,0.447384226722911,0.447384226722911
"100",1.4497723734093,-1.20768460483019,0.84935249648866,-1.56771361076033,2.05019225032994,-0.847655598900042,0.797817161672886,-3.05836777527373,2.10172758514571,0.642998565613357
