"b","n","selector","psi","lower","upper","PnEIC","sn"
134,500,"min_var",3.18841005666494,2.99116763035975,3.38565248297014,-0.000439412339415162,0.0161931194016222
135,500,"relax",2.96367258207083,2.77834821588832,3.14899694825333,0.000307098503720048,0.0152146758982767
135,500,"min_var",2.96811404207975,2.78878863884784,3.14743944531166,-1.06625945055396e-05,0.0147221757543441
136,500,"relax",3.27026258446217,3.06176176052272,3.47876340840161,-0.000874819987133164,0.0171174062326929
136,500,"min_var",3.21439674638599,3.01143211306356,3.41736137970842,4.5173380438165e-05,0.0166628985622549
137,500,"relax",3.13202906566024,2.93440986991374,3.32964826140674,0.0013153428187908,0.0162240512486098
137,500,"min_var",3.1349877685152,2.94569036700886,3.32428517002154,-0.00119676820411924,0.0155408523532659
138,500,"relax",3.29488605958343,3.09362078118027,3.49615133798658,0.00207622068889445,0.0165233856915759
138,500,"min_var",3.32092662841357,3.12541606221869,3.51643719460845,-1.36507353287095e-06,0.0160509379344876
139,500,"relax",3.1570885846138,2.96184026904558,3.35233690018202,0.000238384274940821,0.0160294078012894
139,500,"min_var",3.13194261687607,2.94449907579705,3.31938615795509,5.769915784976e-06,0.0153886549593488
140,500,"relax",3.16041118069887,2.95083300298088,3.36998935841686,0.000314234076779497,0.0172058543353682
140,500,"min_var",3.17378586638451,2.97528794366925,3.37228378909976,0.0126735337905436,0.0162961925773947
141,500,"relax",3.08215894180536,2.89178576337809,3.27253212023264,-8.92307074685247e-05,0.0156291709997994
141,500,"min_var",3.06526599169731,2.87809237201303,3.25243961138159,1.07704379453237e-05,0.0153664950749063
142,500,"relax",3.05266132013917,2.84854465530319,3.25677798497515,0.000288411718288451,0.0167574775238042
142,500,"min_var",3.03511292066932,2.83337260852926,3.23685323280938,-8.701022984712e-05,0.0165623847962089
143,500,"relax",3.22500347677708,3.03029678505175,3.41971016850241,-8.59771967427064e-05,0.0159849418122882
143,500,"min_var",3.26395983891279,3.07460455038288,3.45331512744269,-2.67363205881379e-05,0.015545604735915
144,500,"relax",2.94215235460043,2.74530345774018,3.13900125146068,2.60417290817212e-05,0.0161608115994449
144,500,"min_var",2.93339476468891,2.74245665050865,3.12433287886917,1.77774619623241e-05,0.0156755508394398
145,500,"relax",2.81797539247513,2.62996931365772,3.00598147129253,-9.65379180499933e-05,0.0154348379278725
145,500,"min_var",2.82880483649969,2.64294343584908,3.0146662371503,-9.31140263739402e-06,0.0152587651108651
146,500,"relax",3.11876956172586,2.92165135771975,3.31588776573196,-1.04169985304217e-05,0.0161829210555605
146,500,"min_var",3.13268320606566,2.94061380234662,3.32475260978469,1.96623628122441e-05,0.0157684269357357
147,500,"relax",3.17453344069004,2.99032182368282,3.35874505769726,4.16955576010597e-05,0.0151233219203473
147,500,"min_var",3.15635298726201,2.97629320088003,3.33641277364399,0.00246773439433645,0.0147824668096631
148,500,"relax",3.02942259239197,2.81929107965628,3.23955410512765,-0.000157708037749956,0.0172512817830958
148,500,"min_var",3.01139518561337,2.8054935724188,3.21729679880795,-8.66518703011113e-06,0.016904017405907
149,500,"relax",3.09585365086079,2.89949756108745,3.29220974063413,1.84920194981402e-05,0.0161203533463712
149,500,"min_var",3.08650950445563,2.89489433376395,3.2781246751473,0.00623538090343789,0.0157311355183365
150,500,"relax",3.15332110138059,2.95095911770109,3.35568308506009,-0.000175946886897572,0.0166134225047551
150,500,"min_var",3.12308469853938,2.92350557970873,3.32266381737003,0.0016648572155056,0.0163849561265011
151,500,"relax",3.29995422675133,3.10207957277163,3.49782888073103,-1.15472493732631e-05,0.0162450237429649
151,500,"min_var",3.30488285187483,3.10857701097308,3.50118869277658,1.97178976766534e-05,0.0161162280372646
152,500,"relax",2.95269868941963,2.76348984943805,3.14190752940121,2.16920282094505e-05,0.0155335816693076
152,500,"min_var",2.94429634572983,2.75944219374281,3.12915049771685,7.57221427791077e-05,0.0151760724661729
153,500,"relax",3.19231662261009,2.99980392433131,3.38482932088887,4.9340261619238e-06,0.015804820331774
153,500,"min_var",3.22847483454704,3.04106514153196,3.41588452756213,0.000707047396081689,0.0153858761163226
154,500,"relax",3.09722926083207,2.91539022901269,3.27906829265146,-0.000519660800505127,0.0149285384959245
154,500,"min_var",3.099141111691,2.92603472952066,3.27224749386133,9.46139971833289e-06,0.0142116093792607
155,500,"relax",3.24230737505436,3.06086984218094,3.42374490792778,-0.000168698294851177,0.0148955764172615
155,500,"min_var",3.21818469141752,3.03850161210688,3.39786777072815,-2.60015084996555e-05,0.0147515400830966
156,500,"relax",3.07990367564619,2.88872430329277,3.2710830479996,1.30094386934505e-05,0.0156953575436957
156,500,"min_var",3.11522815768801,2.92893215209866,3.30152416327736,-0.00750439057434068,0.0152944451103326
157,500,"relax",3.11148014148593,2.90915623018753,3.31380405278433,0.000676474980120128,0.0166102968556513
157,500,"min_var",3.05660868943185,2.85706374193765,3.25615363692605,-4.55728741518929e-05,0.0163821507435943
158,500,"relax",3.19456932305574,2.99187559269381,3.39726305341768,3.30084550116757e-05,0.0166406580936721
158,500,"min_var",3.16830835378736,2.972199606218,3.36441710135672,-8.82294030931837e-06,0.0161000471581076
159,500,"relax",3.2115077646327,3.0046569795901,3.4183585496753,1.45237978488372e-05,0.0169819420864925
159,500,"min_var",3.2427893640697,3.04344064775546,3.44213808038394,-0.00586136713049552,0.0163660406450372
160,500,"relax",3.14648859642506,2.94568580665346,3.34729138619666,4.50783503050615e-05,0.0164854165093218
160,500,"min_var",3.15222800590873,2.95696395093357,3.34749206088389,-1.19429314145271e-05,0.0160306999679938
161,500,"relax",3.054489600811,2.84741276323952,3.26156643838249,0.000105439747576217,0.0170005004446502
161,500,"min_var",3.04851102756023,2.84590131217254,3.25112074294793,1.83036414920326e-05,0.0166337606703591
162,500,"relax",3.12514644554257,2.91438469173307,3.33590819935208,1.5690068287398e-06,0.0173030230293952
162,500,"min_var",3.09651219253156,2.89096479114812,3.30205959391501,2.49525519653519e-05,0.0168749374850273
163,500,"relax",3.01571006564736,2.82165980457596,3.20976032671876,0.00114334654297987,0.0159310504656997
163,500,"min_var",3.00795763291448,2.81822371653049,3.19769154929848,-3.97691627482406e-06,0.0155766891540337
164,500,"relax",3.12482341484666,2.93920323362474,3.31044359606858,-2.91110954367535e-05,0.0152389615874349
164,500,"min_var",3.11257823848248,2.93126188578204,3.29389459118291,-1.4750802317898e-05,0.0148856278222912
165,500,"relax",3.01942972813845,2.81463725593557,3.22422220034133,-0.000408418965882324,0.0168129596510001
165,500,"min_var",3.02857235783339,2.82415911711952,3.23298559854725,4.93905820360504e-06,0.0167818256759346
166,500,"relax",3.14976126390219,2.94845270353236,3.35106982427202,-4.37130516429778e-05,0.0165269390348776
166,500,"min_var",3.12583424284846,2.93687347881976,3.31479500687715,-4.0039104934822e-05,0.0155132152420586
167,500,"relax",2.93547475427628,2.757289173906,3.11366033464655,-0.000100137514086344,0.0146285990931719
167,500,"min_var",2.90751648504913,2.7347219983972,3.08031097170106,-5.17702671726012e-06,0.01418600352222
168,500,"relax",3.19133981343508,3.00182349416853,3.38085613270162,-1.94650794136567e-05,0.0155588249644152
168,500,"min_var",3.19080037290454,3.0017992432449,3.37980150256418,-3.93177576261972e-05,0.0155165291613504
169,500,"relax",3.11459546824932,2.90520780011992,3.32398313637872,0.000526497954645376,0.017190213965429
169,500,"min_var",3.14336355230927,2.93723302383035,3.3494940807882,0.00657303404122243,0.0169228107892665
170,500,"relax",3.15479367729664,2.95070443703486,3.35888291755842,-1.89521448123673e-05,0.0167552260335294
170,500,"min_var",3.16084902653992,2.96006006950347,3.36163798357637,2.65106008691348e-05,0.0164842808756948
171,500,"relax",3.2385505521059,3.03368715594928,3.44341394826252,0.00078716916385004,0.0168187823336393
171,500,"min_var",3.24848919649869,3.04994555757172,3.44703283542566,2.0514183161655e-05,0.0162999457662434
172,500,"relax",3.14594659668207,2.9463874454763,3.34550574788785,-2.59183532920384e-05,0.0163833168334755
172,500,"min_var",3.13119716029227,2.93387958438744,3.32851473619709,-7.83794017797848e-06,0.0161992889994242
173,500,"relax",3.01826334769249,2.81728421996441,3.21924247542056,-0.000189066112742548,0.016499893423025
173,500,"min_var",3.00363742287494,2.8088317002296,3.19844314552028,3.31177239325019e-06,0.0159930720079169
174,500,"relax",3.12311827833712,2.92434950090418,3.32188705577006,-0.00017713534639125,0.016318429085362
174,500,"min_var",3.12207099625587,2.93051908542876,3.31362290708299,1.3925995473263e-06,0.0157259420386204
175,500,"relax",2.97989791490674,2.79270444316114,3.16709138665235,-0.000893784196457957,0.0153681248804478
175,500,"min_var",2.98092607299216,2.79864392812847,3.16320821785585,-4.21918967265348e-06,0.01496491698999
176,500,"relax",2.9380143884778,2.73613068039974,3.13989809655586,1.12831856892158e-05,0.016574157250996
176,500,"min_var",2.91646342231063,2.71911046559829,3.11381637902297,1.50402066627477e-05,0.0162021936769387
177,500,"relax",2.98779748790622,2.79110935920456,3.18448561660788,3.55769297001567e-06,0.016147612927958
177,500,"min_var",2.97602102357784,2.78313872016474,3.16890332699095,1.05197177873074e-05,0.0158351640067312
178,500,"relax",2.93886162266731,2.74071642637279,3.13700681896183,-0.000640183299178913,0.0162672346034233
178,500,"min_var",2.95464788842142,2.75831622303102,3.15097955381181,-0.000175038149254484,0.0161183481644397
179,500,"relax",3.12344567418337,2.92338636057613,3.32350498779061,8.00775490345423e-06,0.0164243789398332
179,500,"min_var",3.11754145931244,2.92211478029802,3.31296813832686,-3.14799483168731e-05,0.016044051002731
180,500,"relax",3.16783769237518,2.97175789086379,3.36391749388657,-5.49920683765966e-06,0.0160976707577474
180,500,"min_var",3.13894326030478,2.94983784341286,3.3280486771967,-0.000343431551798987,0.0155250908873235
181,500,"relax",3.21850208466053,3.0127116849245,3.42429248439656,-0.00152433543678878,0.0168948870537457
181,500,"min_var",3.22661283191562,3.029453347491,3.42377231634023,-0.000923358264404044,0.0161863100766671
182,500,"relax",3.0892745358634,2.88986245023955,3.28868662148725,-7.94622187072258e-06,0.0163712431099235
182,500,"min_var",3.09196031707764,2.89469845351166,3.28922218064361,-0.000152842635016258,0.0161947151530564
183,500,"relax",3.10063978423238,2.91169577566963,3.28958379279513,0.000286531116758018,0.0155118396594027
183,500,"min_var",3.10333428133369,2.91974723986513,3.28692132280224,1.67289660397773e-05,0.0150720458005871
184,500,"relax",3.2362807847327,3.04534682167018,3.42721474779522,-2.47634598071534e-05,0.0156752100428553
184,500,"min_var",3.27105760291383,3.08350345169043,3.45861175413723,8.63701788258531e-06,0.0153977357808968
185,500,"relax",3.21239706676126,3.01319710415841,3.4115970293641,0.000294083404894003,0.0163538283301959
185,500,"min_var",3.20405869902372,3.01407070020879,3.39404669783865,3.4211037487254e-06,0.0155975486983978
186,500,"relax",3.16571696207367,2.97138404852741,3.36004987561993,9.92592271782803e-06,0.015954255540593
186,500,"min_var",3.18134921489909,2.99010482222423,3.37259360757395,-5.6546178499382e-05,0.0157006955526036
187,500,"relax",3.07913121528983,2.8897392936159,3.26852313696376,5.69977058449485e-06,0.015548612227185
187,500,"min_var",3.0787662405315,2.89397874437797,3.26355373668504,-1.41834781173311e-05,0.0151706001857378
188,500,"relax",3.07564221575737,2.88056358437202,3.27072084714272,8.13186681994962e-06,0.016015477146079
188,500,"min_var",3.06810767872691,2.87653447601769,3.25968088143613,0.00330882843397262,0.0157276900499159
189,500,"relax",3.07652050918818,2.88275411982681,3.27028689854954,-3.60429609948178e-05,0.0159077452945893
189,500,"min_var",3.05804938459992,2.8722598900361,3.24383887916375,1.71003760892733e-05,0.015252861797512
190,500,"relax",3.28484700521767,3.08503279222091,3.48466121821443,-6.32900382816551e-05,0.0164042567808978
190,500,"min_var",3.26355425236948,3.06586583182322,3.46124267291574,3.15941143475629e-07,0.016229734434875
191,500,"relax",2.90179700715303,2.70047106642508,3.10312294788098,0.000437319088746199,0.0165283659196487
191,500,"min_var",2.90510562302001,2.71182743794663,3.09838380809338,1.13020346089334e-06,0.0158676649200169
192,500,"relax",3.01983503506899,2.80734722763208,3.2323228425059,-1.90287727688205e-05,0.0174447277985249
192,500,"min_var",2.96218194011688,2.75650965064885,3.16785422958491,-4.24186836470747e-05,0.0168851904904453
193,500,"relax",3.02618271352768,2.83142080005119,3.22094462700416,-0.000423112114154399,0.0159894753826097
193,500,"min_var",3.01295546774782,2.82247587141218,3.20343506408347,2.5085467977059e-05,0.0156379076490533
194,500,"relax",3.08778954378784,2.87004206588288,3.30553702169279,-0.000160000403283885,0.0178765338429838
194,500,"min_var",3.09423675724901,2.88658335593115,3.30189015856688,-0.000387901517015339,0.0170478349140273
195,500,"relax",3.19550752124786,2.99611897156352,3.3948960709322,-0.000154650706971461,0.0163693108670187
195,500,"min_var",3.20264925367236,3.00906915786191,3.39622934948282,-2.63053058088975e-05,0.015892451051002
196,500,"relax",3.01745725384355,2.82393120517256,3.21098330251454,-7.3560389695054e-05,0.015888013913419
196,500,"min_var",3.04251071307182,2.85704203417269,3.22797939197096,4.39214060642789e-05,0.0152265236183402
197,500,"relax",3.17501674256325,2.97229246101179,3.37774102411471,4.75010962468101e-05,0.0166431662713958
197,500,"min_var",3.20842441746354,3.01403153779157,3.40281729713551,-0.000224675395930313,0.0159591786124283
198,500,"relax",3.11511654359102,2.91206984367368,3.31816324350837,-2.15626557741329e-05,0.0166696360284038
198,500,"min_var",3.09236879352622,2.8945031789186,3.29023440813384,0.000596883742501172,0.0162442816326892
199,500,"relax",3.14119269895971,2.93184641155165,3.35053898636776,-6.40306662186288e-05,0.0171868167097052
199,500,"min_var",3.09674208628021,2.89905687128646,3.29442730127396,-0.000312544765413126,0.0162294712668766
200,500,"relax",3.01167547033876,2.82160671840437,3.20174422227316,-2.67163155549607e-06,0.0156041783314339
200,500,"min_var",3.0225863201803,2.83376222364494,3.21141041671565,4.85845364414048e-06,0.0155019951760748
1,1000,"relax",3.13304481325209,2.99160448959583,3.27448513690836,-0.000500218397484653,0.0104467265446472
1,1000,"min_var",3.12550133201703,2.98632482634326,3.26467783769081,-1.82327270278762e-05,0.0102795218409349
2,1000,"relax",3.16056770437479,3.02195975002251,3.29917565872707,-0.000238856513243886,0.0102375288644717
2,1000,"min_var",3.14235870112337,3.00640374361659,3.27831365863016,-2.86727026587307e-05,0.0100415795633653
3,1000,"relax",3.07563389470696,2.93715735956546,3.21411042984847,-8.74192133384808e-05,0.0102278222933737
3,1000,"min_var",3.06203330132164,2.92555481843981,3.19851178420347,-5.98387858800934e-06,0.0100802469411748
4,1000,"relax",3.18638105354875,3.05186071545166,3.32090139164585,-5.76317606009809e-05,0.00993561913934158
4,1000,"min_var",3.15573451372206,3.02270755420316,3.28876147324096,2.48389459685921e-05,0.00982531878629673
5,1000,"relax",3.09799735760152,2.96119036013041,3.23480435507263,-0.000127324625739814,0.010104510899227
5,1000,"min_var",3.09307559168641,2.95929253069365,3.22685865267916,-1.0256824044905e-05,0.00988116414307452
6,1000,"relax",3.03071105390072,2.9000012019023,3.16142090589914,3.72361781734951e-05,0.00965417813831728
6,1000,"min_var",3.03353057219837,2.90404549002203,3.1630156543747,-1.17749082167223e-05,0.00956371712210389
7,1000,"relax",3.03018187323958,2.89320580923229,3.16715793724686,-0.000301787631332745,0.0101169980869369
7,1000,"min_var",3.01922938630581,2.88384008612963,3.15461868648198,1.69794464079913e-05,0.00999980033592783
8,1000,"relax",3.02343441541433,2.88623104854657,3.1606377822821,-0.000360948228069689,0.0101337865866015
8,1000,"min_var",3.02331446682498,2.88716540722576,3.1594635264242,-2.25717170194859e-05,0.0100559158673906
9,1000,"relax",3.1057391753149,2.96644343874566,3.24503491188415,0.000112116337529804,0.0102883281878694
9,1000,"min_var",3.10173804336198,2.96515880950846,3.23831727721549,-1.53138877279398e-05,0.0100876883682235
10,1000,"relax",3.09981744438067,2.96881378558181,3.23082110317953,2.08984081112353e-05,0.00967587859276887
10,1000,"min_var",3.09249415069312,2.9626549340867,3.22233336729954,2.82517379856044e-05,0.00958987335149793
11,1000,"relax",3.09773782721639,2.95539486620111,3.24008078823167,-0.000644592692692009,0.0105133949841336
11,1000,"min_var",3.09824368492141,2.959714504196,3.23677286564683,3.62068296151959e-05,0.0102317106754468
12,1000,"relax",3.14422180462241,3.00272129314412,3.28572231610071,1.15969335259467e-05,0.0104511719934544
12,1000,"min_var",3.12993379610658,2.99127507536294,3.26859251685022,-1.1250178977353e-05,0.0102412784501235
13,1000,"relax",3.12684610899031,2.98674254452558,3.26694967345504,1.22026234543406e-05,0.0103479940377565
13,1000,"min_var",3.10530051984966,2.96724534524629,3.24335569445302,4.43028718482146e-06,0.0101967007701414
14,1000,"relax",3.2040507204023,3.06301671995904,3.34508472084556,3.97748876799174e-05,0.0104167156723209
14,1000,"min_var",3.1948656783507,3.05656430535947,3.33316705134194,-2.38480556091586e-05,0.0102148848860097
15,1000,"relax",3.20171754274517,3.06857775240118,3.33485733308917,0.000998915525045347,0.00983365242655668
15,1000,"min_var",3.22743817824125,3.09562773218936,3.35924862429315,-2.19821020273286e-05,0.0097354675812152
16,1000,"relax",3.03851812621623,2.89677774178268,3.18025851064979,1.19534393840051e-05,0.0104688889153638
16,1000,"min_var",3.03422385695402,2.8947057891274,3.17374192478065,-6.99810977809575e-05,0.0103047494868892
17,1000,"relax",3.09650815089703,2.95433684818794,3.23867945360611,0.000109252962235456,0.0105007163693118
17,1000,"min_var",3.09562722852688,2.95534413217818,3.23591032487558,9.30250607907891e-06,0.010361254191929
18,1000,"relax",3.1723096506016,3.03174155851789,3.3128777426853,-0.00041356503196745,0.0103823038645616
18,1000,"min_var",3.1627070409292,3.02348759720519,3.3019264846532,1.3511185036237e-06,0.0102826932283972
19,1000,"relax",3.01689923099369,2.87077451328052,3.16302394870685,-0.00012055678029608,0.0107927140429419
19,1000,"min_var",2.9967895098567,2.85403287425997,3.13954614545343,-7.73444468950929e-05,0.0105439488256349
20,1000,"relax",2.97840000651002,2.83871170638832,3.11808830663172,-0.000154145284429084,0.0103173227770915
20,1000,"min_var",2.96635964810874,2.82969099452607,3.10302830169141,4.7856812027785e-06,0.0100942928741667
21,1000,"relax",3.15411482559085,3.01993874666537,3.28829090451633,4.46875564075519e-05,0.00991019229264489
21,1000,"min_var",3.13845280825019,3.00623316553498,3.2706724509654,-1.64766261276103e-05,0.00976569068544794
22,1000,"relax",3.25911008021504,3.12391266247613,3.39430749795395,0.000616252770414027,0.00998562797475799
22,1000,"min_var",3.24409941450857,3.11237966814134,3.37581916087579,1.63235100997639e-05,0.00972876853826217
23,1000,"relax",2.94635077571929,2.81116175553872,3.08153979589985,0.00237413768594482,0.00998500773440959
23,1000,"min_var",2.95590139115512,2.82207488160254,3.08972790070771,-1.91186985938077e-05,0.00988437323657481
24,1000,"relax",3.13450519423008,2.99734024253259,3.27167014592757,1.02811706959838e-05,0.01013094925727
24,1000,"min_var",3.14711391089469,3.01136814839243,3.28285967339695,5.56002206195109e-05,0.0100261285028029
25,1000,"relax",3.24463259186775,3.11078513128894,3.37848005244655,2.86280692296187e-05,0.00988592067111202
25,1000,"min_var",3.24413274947394,3.11148881800824,3.37677668093964,2.94093789596798e-05,0.00979702848529027
26,1000,"relax",3.0987618460778,2.96594860777835,3.23157508437725,-0.000147638046987053,0.00980953342128455
26,1000,"min_var",3.10136216342434,2.97014088999932,3.23258343684937,-2.26818978254282e-05,0.0096919515232664
27,1000,"relax",3.06309672562242,2.92453743909707,3.20165601214776,8.40869085787852e-06,0.0102339342779606
27,1000,"min_var",3.04993408000946,2.91277484713727,3.18709331288165,5.46933029478991e-07,0.0101305268670873
28,1000,"relax",3.08911874981046,2.9544234145502,3.22381408507071,-0.00188449172678762,0.00994854436082253
28,1000,"min_var",3.08398103280969,2.95057893789611,3.21738312772327,3.99080670630979e-05,0.0098530261386567
29,1000,"relax",2.98957126955271,2.84689334752848,3.13224919157694,-4.44642665002488e-05,0.0105381350722015
29,1000,"min_var",2.98949169127364,2.84973684373412,3.12924653881316,-1.73309957905582e-05,0.0103222379431366
30,1000,"relax",3.14454119438171,3.00838805167154,3.28069433709189,-8.23833349426142e-07,0.0100562174443562
30,1000,"min_var",3.13996877858236,3.00637721107357,3.27356034609116,-1.81067106169566e-05,0.00986702050984263
31,1000,"relax",3.15059561532915,3.01373011049552,3.28746112016277,9.32245148071357e-05,0.0101088322299568
31,1000,"min_var",3.147809881588,3.01185337167336,3.28376639150263,-2.32413335619851e-05,0.0100416942235972
32,1000,"relax",3.00612253734648,2.86396886981837,3.14827620487459,-9.43576881549832e-05,0.0104994138417974
32,1000,"min_var",3.04276536079945,2.90330942990662,3.18222129169228,1.28437551709081e-05,0.0103001600774554
33,1000,"relax",3.06766001061201,2.93296890640718,3.20235111481684,0.000114766885165411,0.0099482318567369
33,1000,"min_var",3.08495987342525,2.95221195721393,3.21770778963658,5.11756208332318e-05,0.00980470875760775
34,1000,"relax",3.1232427933681,2.98802172836539,3.25846385837081,0.000169968177798937,0.00998737455234003
34,1000,"min_var",3.13505737013638,3.00174822464541,3.26836651562735,-2.1591825800568e-05,0.00984616093094688
35,1000,"relax",2.96039173090696,2.82342947525839,3.09735398655554,-0.000494167009001701,0.0101159782070068
35,1000,"min_var",2.94531735456448,2.81122446331153,3.07941024581743,4.50403265216291e-06,0.00990404808394684
36,1000,"relax",3.18068664920628,3.03776010858477,3.32361318982779,8.44070713287956e-05,0.010556497943783
36,1000,"min_var",3.16867354671877,3.02658485183847,3.31076224159907,-1.64904969545372e-05,0.0104946149876442
37,1000,"relax",3.12857826389551,2.98755931790473,3.26959720988629,0.00105122921742214,0.0104156037563958
37,1000,"min_var",3.13062914337769,2.98992819433065,3.27133009242474,6.77645579193056e-06,0.0103921166274971
38,1000,"relax",2.98651016017914,2.84824376590702,3.12477655445125,-0.00047765882669657,0.0102123013716053
38,1000,"min_var",2.98738683133716,2.85168911431334,3.12308454836098,4.37159161834429e-05,0.0100225798827064
39,1000,"relax",3.07558477802361,2.94066030046081,3.21050925558642,-0.000333269091754734,0.00996546872095322
39,1000,"min_var",3.07621226645418,2.94309285251314,3.20933168039521,6.82229726590069e-06,0.009832147433467
40,1000,"relax",2.98457618891478,2.84810593784994,3.12104643997962,3.00477003354573e-05,0.0100796389424169
40,1000,"min_var",2.99684855758965,2.86283818496739,3.13085893021191,6.85236047814619e-06,0.0098979532904161
41,1000,"relax",3.0693622615397,2.93068694007424,3.20803758300515,-0.000203362194893819,0.0102425045728924
41,1000,"min_var",3.07999043467399,2.94244881912142,3.21753205022655,-1.90852050290105e-05,0.0101587695011118
42,1000,"relax",3.02931750004947,2.89349495938073,3.16514004071821,1.01037883443396e-06,0.0100317993079104
42,1000,"min_var",3.01328172547653,2.87854769684728,3.14801575410579,6.03810892037664e-06,0.00995140223780285
43,1000,"relax",3.17999588994741,3.04050292853969,3.31948885135514,-0.000703459412933921,0.0103028951366869
43,1000,"min_var",3.18505488436669,3.04658648902393,3.32352327970945,1.42989756895486e-05,0.0102272210910475
44,1000,"relax",3.06379250305176,2.92906771473088,3.19851729137263,-2.68993548803134e-05,0.00995071975226875
44,1000,"min_var",3.06473417566314,2.93331065582985,3.19615769549643,2.70418476704658e-06,0.00970688936324824
45,1000,"relax",3.17862574017256,3.04799584325602,3.30925563708911,-2.54000081716692e-05,0.00964827268749105
45,1000,"min_var",3.17598164994953,3.04636441807009,3.30559888182898,3.5701827765894e-05,0.00957347764707775
46,1000,"relax",2.98144288437165,2.84114120274575,3.12174456599755,-0.000250157296153427,0.0103626268931762
46,1000,"min_var",2.98034530867666,2.84285050569407,3.11784011165925,5.55411896897309e-05,0.0101553119431486
47,1000,"relax",3.09686383783072,2.9586839200858,3.23504375557565,-6.23918243673297e-05,0.0102059142493989
47,1000,"min_var",3.10106012984589,2.9650636038043,3.23705665588747,-5.97190354556493e-07,0.0100446497989577
48,1000,"relax",3.12676925343379,2.9817744387755,3.27176406809209,0.000487893736262702,0.0107092598487557
48,1000,"min_var",3.12380145048127,2.98254902865763,3.2650538723049,3.53322795902935e-05,0.0104328481893664
49,1000,"relax",3.20723320495904,3.06793731714473,3.34652909277334,-4.49629884624417e-05,0.0102883393587697
49,1000,"min_var",3.17404869079307,3.0370327647367,3.31106461684944,2.67096773600546e-05,0.0101199422821675
50,1000,"relax",3.12166783740282,2.98632433469847,3.25701134010717,9.53397593042309e-05,0.00999641775271375
50,1000,"min_var",3.11345150529306,2.97913647593192,3.24776653465421,-6.21724596731577e-05,0.00992045511704405
51,1000,"relax",3.0351093680048,2.89584485156865,3.17437388444094,5.22873180570778e-05,0.0102860222811467
51,1000,"min_var",3.03260793957114,2.89550276481102,3.16971311433126,-8.16621439317006e-06,0.0101265341562416
52,1000,"relax",3.08852837212086,2.94975555132104,3.22730119292067,0.00139258466015142,0.0102497058352905
52,1000,"min_var",3.08021019195154,2.94449602017313,3.21592436372996,-1.20671684752193e-05,0.0100237952243939
53,1000,"relax",3.03900380147815,2.89766680996467,3.18034079299162,0.0020263667373343,0.0104390944733179
53,1000,"min_var",3.03836711043335,2.89932971832791,3.1774045025388,-9.50286832625156e-06,0.0102692469676212
54,1000,"relax",3.11022617719229,2.97231735289394,3.24813500149065,8.22761205300866e-06,0.0101858913943098
54,1000,"min_var",3.12982166982435,2.993586736242,3.26605660340669,-4.4507553746088e-05,0.0100622584859299
55,1000,"relax",3.08074061518148,2.9442036047984,3.21727762556455,5.31726378694626e-06,0.010084569759343
55,1000,"min_var",3.07351829155683,2.93931802246389,3.20771856064978,2.0822834757278e-05,0.00991197896887686
56,1000,"relax",2.95486622837901,2.80247238830842,3.1072600684496,0.000420255743306052,0.0112557489487594
56,1000,"min_var",2.95311211866915,2.80748197708501,3.09874226025329,-3.73821510405706e-05,0.0107561848450307
57,1000,"relax",3.09731813910946,2.95224364988013,3.2423926283388,-0.000212280580199868,0.0107151445811621
57,1000,"min_var",3.08553300785392,2.94286674917587,3.22819926653198,-1.95906292025312e-05,0.0105372736220511
58,1000,"relax",3.00899826907158,2.87194492369395,3.14605161444921,2.15640878077095e-05,0.0101227060584842
58,1000,"min_var",3.01913844327383,2.88398576101307,3.15429112553459,-2.15095709831895e-05,0.00998232382997812
59,1000,"relax",3.08715789770514,2.95207735003516,3.22223844537511,5.45645659502603e-06,0.0099769959975408
59,1000,"min_var",3.08973574656469,2.95612866673399,3.22334282639538,5.15746000587747e-05,0.00986816624382287
60,1000,"relax",3.07611731770456,2.93607401728696,3.21616061812216,-0.00040361097869461,0.0103435429589939
60,1000,"min_var",3.10962979703796,2.97355113498808,3.24570845908784,5.84556173577069e-05,0.0100507163321495
61,1000,"relax",3.02821688368738,2.89257180320639,3.16386196416836,-5.33405564201984e-05,0.0100186921684039
61,1000,"min_var",3.04791748424385,2.9162527565955,3.1795822118922,1.73418593460073e-05,0.0097247048773763
62,1000,"relax",3.00551912791684,2.86710411059076,3.14393414524293,-5.94204741701917e-05,0.0102232786117794
62,1000,"min_var",3.03140029703215,2.89630454781443,3.16649604624987,-3.82321124827879e-05,0.00997811877786419
63,1000,"relax",2.9806620992811,2.8427810774866,3.1185431210756,2.2146267795744e-05,0.0101838379123355
63,1000,"min_var",2.96878301754862,2.83292550900062,3.10464052609662,6.43319052848872e-06,0.0100343820216872
64,1000,"relax",2.94812775867604,2.80838823526752,3.08786728208455,-0.000465591174631814,0.0103211061088618
64,1000,"min_var",2.96838096023679,2.82995516774807,3.10680675272551,5.26136477784403e-06,0.0102240744610433
65,1000,"relax",3.04943947103739,2.90284795792072,3.19603098415405,-0.000348416983362179,0.0108271913674177
65,1000,"min_var",3.04253509046614,2.89902904697479,3.18604113395749,6.68629132280784e-06,0.0105992997972893
66,1000,"relax",3.05692356998086,2.91858860874357,3.19525853121815,-0.000300323834672191,0.0102173657006217
