"b","n","selector","psi","lower","upper","PnEIC","sn"
12,500,"relax",3.12320359233171,2.92403197911692,3.3223752055465,0.000514820894391274,0.0163515009149726
12,500,"min_var",3.10425444967747,2.91315402909665,3.29535487025829,1.72334118312697e-05,0.0156888757968192
13,500,"relax",3.20145473126411,3.00132594643922,3.40158351608901,1.02517960716163e-05,0.0164300823564031
13,500,"min_var",3.19382763712794,2.99740381421855,3.39025146003732,-4.48673464360729e-05,0.0161259140707039
14,500,"relax",3.29597625818253,3.09855583045459,3.49339668591046,-6.33325935882286e-05,0.0162077328818257
14,500,"min_var",3.29395723434925,3.09905789189215,3.48885657680635,0.00011936888883319,0.0160007579648313
15,500,"relax",3.05725005175829,2.86016579813521,3.25433430538137,-0.000225822488068015,0.0161801338123878
15,500,"min_var",3.08478742824308,2.88940214415635,3.2801727123298,-8.98542632517357e-06,0.0160406525807013
16,500,"relax",3.26498724856377,3.05896709470857,3.47100740241896,0.00527620717798756,0.0169137493033862
16,500,"min_var",3.25262862164617,3.05234152254484,3.45291572074749,-1.17145001691948e-05,0.0164430795701829
17,500,"relax",3.09466986293912,2.90532772177504,3.2840120041032,-0.000914628543410365,0.0155445253694282
17,500,"min_var",3.07396366755247,2.88561535074438,3.26231198436057,1.72364813488421e-05,0.0154629348274637
18,500,"relax",3.13833197552204,2.92536844372387,3.35129550732022,-0.000103015404922783,0.0174837836017239
18,500,"min_var",3.21039360951871,3.00359694441975,3.41719027461767,-0.00027976913401128,0.0169774989718656
19,500,"relax",3.03784675691843,2.84041893235886,3.23527458147801,-0.000171222503706595,0.0162083401435602
19,500,"min_var",3.06666838298894,2.8791839688541,3.25415279712379,-2.08153013152744e-06,0.0153920105369781
20,500,"relax",3.15908767972708,2.96360764650654,3.35456771294762,-0.000220940804766142,0.0160484312521861
20,500,"min_var",3.18867810523629,2.9977873375203,3.37956887295229,-1.86092888619686e-05,0.0156716638108554
21,500,"relax",3.07466920961142,2.89242139165288,3.25691702756995,4.63317506570039e-06,0.0149620988352741
21,500,"min_var",3.09069601760328,2.91126539108572,3.27012664412084,0.000453901753253458,0.0147308143280035
22,500,"relax",3.00056936721086,2.80533005183811,3.19580868258362,-0.000304217386273918,0.0160286689073175
22,500,"min_var",2.98055703885824,2.79154203993537,3.1695720377811,-2.69630173431482e-05,0.0155176677938422
23,500,"relax",3.04059262198448,2.83971932273725,3.24146592123171,-5.35050635536386e-06,0.0164912051643249
23,500,"min_var",3.03173076926549,2.83423072359846,3.22923081493252,-0.00136897441346811,0.0162142693193378
24,500,"relax",3.13632261111856,2.94357521329784,3.32907000893927,-0.00045221795896647,0.0158240885884937
24,500,"min_var",3.13504147676784,2.94793554108689,3.3221474124488,-0.000245565022572242,0.0153609383842493
25,500,"relax",3.08070129595757,2.87837367125547,3.28302892065966,7.67268818575843e-06,0.0166106017169864
25,500,"min_var",3.07513698554784,2.87668853261268,3.273585438483,1.32297243635138e-05,0.0162921312297889
26,500,"relax",2.98556941580772,2.78815400629304,3.1829848253224,-7.69848926233253e-05,0.016207320898826
26,500,"min_var",3.00270577728748,2.80752833302026,3.19788322155471,7.17941195762277e-06,0.0160235894413117
27,500,"relax",3.14117758496702,2.95065743576187,3.33169773417217,-0.000581411051922284,0.0156412369401714
27,500,"min_var",3.13189758999497,2.94589329850345,3.31790188148649,5.7160673095486e-06,0.0152704960984195
28,500,"relax",3.09724619663715,2.90540040896857,3.28909198430574,0.000434196968335137,0.0157500686064814
28,500,"min_var",3.09884830548391,2.91324165684324,3.28445495412458,-1.09064364444546e-05,0.0152378505957069
29,500,"relax",2.95667938425541,2.75461512850148,3.15874364000934,1.78284248261139e-06,0.0165889797723357
29,500,"min_var",2.90050059161454,2.70762515002236,3.09337603320673,3.6533670053972e-05,0.0158346006680638
30,500,"relax",3.03953922921181,2.85209964676414,3.22697881165948,4.45941075489016e-07,0.0153883299654247
30,500,"min_var",3.02190271900818,2.83603157771393,3.20777386030243,-1.32680230909859e-05,0.0152595647938157
31,500,"relax",3.25626124198914,3.04715243867954,3.46537004529873,-1.40286192608751e-05,0.0171673198477252
31,500,"min_var",3.29022367299318,3.09164075234771,3.48880659363865,1.10377239854439e-05,0.0163031706989818
32,500,"relax",3.09334911401629,2.89253004645143,3.29416818158116,5.1929761492444e-05,0.0164867528762223
32,500,"min_var",3.0669671595633,2.87254159793561,3.261392721191,2.12879956448188e-05,0.0159618617208309
33,500,"relax",3.19375606621265,2.98981184552526,3.39770028690005,-1.30356867834485e-05,0.0167433202821781
33,500,"min_var",3.18867079090089,2.99087425961203,3.38646732218974,3.35959353979647e-06,0.0162386100616665
34,500,"relax",2.97359024250984,2.78111001571469,3.166070469305,1.87168613060476e-06,0.0158021545026145
34,500,"min_var",2.95804759366035,2.76687344814257,3.14922173917814,1.59562905023087e-05,0.0156949284333103
35,500,"relax",2.99802052656531,2.79619797136133,3.1998430817693,0.000174958864950449,0.0165691367500305
35,500,"min_var",2.96671322264895,2.77445102868959,3.15897541660831,-0.000298615206163481,0.0157842545415885
36,500,"relax",3.14512623732567,2.95061437074465,3.33963810390668,0.000479604357470106,0.015968947145809
36,500,"min_var",3.1598544739747,2.9708331681778,3.34887577977161,8.20257547569821e-06,0.0155181855727313
37,500,"relax",3.12266586745501,2.91891815993043,3.32641357497958,-0.000514996524328604,0.0167271870335194
37,500,"min_var",3.16494608385265,2.96288214774848,3.36701001995682,2.84307035889858e-05,0.0165889535298744
38,500,"relax",2.99960859798074,2.81074435137393,3.18847284458754,-0.000103088180698599,0.0155052913984603
38,500,"min_var",2.99327975041002,2.81002998692291,3.17652951389713,-5.92807199298456e-06,0.0150443561055889
39,500,"relax",2.95494858054996,2.75276625574032,3.15713090535959,-1.25257017973262e-06,0.0165986729522079
39,500,"min_var",2.93906702977091,2.74121588855883,3.13691817098299,3.22618234772588e-05,0.0162430934024162
40,500,"relax",2.86544129401565,2.67376181587614,3.05712077215516,-4.08598108780469e-06,0.0157364150020696
40,500,"min_var",2.84740765749454,2.65998718971204,3.03482812527705,0.00586386481815417,0.0153867606982993
41,500,"relax",3.22071653022386,3.02499823407419,3.41643482637353,-0.000906065492672089,0.0160679920542537
41,500,"min_var",3.21552715925634,3.02391171069545,3.40714260781723,-0.00255547492616353,0.0157311583307171
42,500,"relax",3.15664710659981,2.96056960513685,3.35272460806277,0.000114227295726485,0.0160974819294129
42,500,"min_var",3.1591017087467,2.96696469573399,3.35123872175941,-2.24566983152589e-05,0.0157739774929139
43,500,"relax",3.13187905170798,2.92031194976683,3.34344615364914,1.64811748418381e-05,0.0173691401356383
43,500,"min_var",3.13179094376862,2.9311732662103,3.33240862132694,-1.09660414948313e-05,0.0164702192506565
44,500,"relax",3.14329854776859,2.92944547731877,3.35715161821841,-0.000472140741969543,0.0175568125431555
44,500,"min_var",3.13380152951211,2.92670124206177,3.34090181696244,6.94820491735518e-05,0.0170024256221858
45,500,"relax",2.92349739307046,2.72742808844997,3.11956669769095,0.000100027244206636,0.0160968089887517
45,500,"min_var",2.8953407944122,2.70475027478579,3.0859313140386,-3.29186763081617e-05,0.0156470141791516
46,500,"relax",3.04357878753185,2.84190459185844,3.24525298320527,7.88710560310069e-06,0.0165569567964684
46,500,"min_var",3.01301295416802,2.81555113991574,3.2104747684203,0.000215439508026152,0.0162111306139609
47,500,"relax",3.00135834012508,2.81005332583086,3.19266335441931,0.00045585565264624,0.0157056724388602
47,500,"min_var",3.04435796468735,2.85573639556118,3.23297953381352,-5.61381117279902e-05,0.0154853681725417
48,500,"relax",2.90873012777329,2.7092846743844,3.10817558116217,-1.0721255900777e-05,0.0163739825215883
48,500,"min_var",2.93727910830289,2.74110654062793,3.13345167597785,8.63106250092542e-05,0.0161052866322388
49,500,"relax",3.22178328037262,3.01319785677663,3.43036870396861,0.000624942239248044,0.0171243516569887
49,500,"min_var",3.24859271506369,3.04934815671786,3.44783727340952,-3.71271655586914e-05,0.0163574895313105
50,500,"relax",2.98168559849948,2.78330706612139,3.18006413087757,0.00074215868238136,0.0162863909235555
50,500,"min_var",2.99486190619022,2.80367891577182,3.18604489660861,-0.000398834129480378,0.0156956545779559
51,500,"relax",3.07743131433725,2.88351318546637,3.27134944320814,-0.00039267780521252,0.0159202027361326
51,500,"min_var",3.07907366230726,2.88593826575935,3.27220905885517,-9.16795232233485e-06,0.0158559423323094
52,500,"relax",3.1532444912374,2.9531392984052,3.3533496840696,0.00140396322798341,0.016428145511669
52,500,"min_var",3.13947488517404,2.94237184451317,3.3365779258349,-0.00288176567016911,0.0161816761821088
53,500,"relax",3.14898580377102,2.94470535949758,3.35326624804446,0.000283164100635344,0.0167709234138998
53,500,"min_var",3.15585533990681,2.96116259923221,3.35054808058141,-5.4219977345618e-05,0.0159837964652424
54,500,"relax",2.97820783477545,2.78805626701521,3.16835940253569,7.51627148932008e-06,0.0156109773076043
54,500,"min_var",2.98305975037098,2.79436040620601,3.17175909453595,-0.000218381743289634,0.0154917533124597
55,500,"relax",3.02042677382737,2.81614457129095,3.2247089763638,-2.04471830946505e-05,0.0167710677629785
55,500,"min_var",3.00863126453459,2.81131368526425,3.20594884380494,0.000559881733722651,0.016199289275725
56,500,"relax",3.02630178733587,2.8238792995521,3.22872427511964,0.000604576299958838,0.0166183897433109
56,500,"min_var",3.00742725369371,2.81695879763165,3.19789570975578,0.000143379988988846,0.0156369930599174
57,500,"relax",3.06607096508026,2.87830787806629,3.25383405209423,-1.72738965548606e-05,0.0154148888968231
57,500,"min_var",3.08819508072257,2.9061492703798,3.27024089106534,6.85231700071634e-05,0.0149455145055063
58,500,"relax",3.17080968019724,2.97983572483,3.36178363556448,0.000295634790716296,0.0156784933129788
58,500,"min_var",3.19821159227133,3.01042076773771,3.38600241680495,-3.49286255259013e-05,0.0154171660791516
59,500,"relax",2.82651760398388,2.62693604796033,3.02609916000743,-0.000656069897219863,0.0163851562140602
59,500,"min_var",2.81662035430551,2.61873544958413,3.01450525902688,-3.95466817783046e-06,0.0162458653037132
60,500,"relax",2.95813283119202,2.77068841823282,3.14557724415122,2.61471249374839e-05,0.0153887265385731
60,500,"min_var",2.96285084427595,2.77691138362854,3.14879030492336,-4.31073872360849e-06,0.015265173645136
61,500,"relax",3.12110722620726,2.92891634023164,3.31329811218287,0.000260214447987353,0.0157784003310278
61,500,"min_var",3.10723051800966,2.91937687397214,3.29508416204719,3.84124969581981e-06,0.0154223234063379
62,500,"relax",3.17519294997334,2.98264786219449,3.3677380377522,-0.000217291447260993,0.0158074794302849
62,500,"min_var",3.15627050237477,2.96603099221737,3.34651001253216,-6.76891403349849e-05,0.0156181971627048
63,500,"relax",3.16954731427789,2.9714126224253,3.36768200613047,-0.000337720345664432,0.0162663722145057
63,500,"min_var",3.15088661054507,2.9597606774195,3.34201254367064,-2.34242573827112e-05,0.0156909703141656
64,500,"relax",3.09359832696199,2.89389368956667,3.29330296435731,0.000748445444891087,0.0163952608927874
64,500,"min_var",3.12719818132758,2.9308668877062,3.32352947494896,-0.000204393267941868,0.0161183176431154
65,500,"relax",2.98711750461385,2.7781166037468,3.19611840548089,0.000113957200497632,0.0171584613218558
65,500,"min_var",2.97859970103607,2.77335567053555,3.18384373153658,-0.00179769913840741,0.0168500314796496
66,500,"relax",3.20395503645062,3.01410197877153,3.39380809412972,-1.1681287731898e-05,0.0155864703621307
66,500,"min_var",3.17495383462593,2.98955045071398,3.36035721853787,0.00597162811726934,0.0152211630600481
67,500,"relax",2.94501949164987,2.74655600263794,3.14348298066179,0.00185533648664396,0.0162933656548108
67,500,"min_var",2.95958964920759,2.76646757878395,3.15271171963123,-5.17062927883219e-05,0.0158548482901932
68,500,"relax",2.8613540400672,2.66627150384804,3.05643657628635,-0.00055403882942329,0.0160157977233565
68,500,"min_var",2.83218611252815,2.64712024344332,3.01725198161297,2.79864413823837e-05,0.0151934539206013
69,500,"relax",3.25794304633141,3.04178790969924,3.47409818296358,-0.00277051993804494,0.0177458065301973
69,500,"min_var",3.25776075494409,3.05234401918146,3.46317749070671,5.78147873472782e-06,0.0168642101580558
70,500,"relax",3.16682713888526,2.97334794842496,3.36030632934556,-0.000296834381938772,0.0158841669692553
70,500,"min_var",3.14166286943508,2.95692947909112,3.32639625977905,1.13623404435594e-06,0.0151661582314834
71,500,"relax",3.18784265570164,3.00111293081308,3.3745723805902,2.81201986511359e-05,0.0153300524009668
71,500,"min_var",3.19037255418837,3.00538457175271,3.37536053662403,-3.53611152456204e-06,0.0151870596177456
72,500,"relax",3.30675959380627,3.10294523952026,3.51057394809228,-0.000588653762267142,0.0167326585691617
72,500,"min_var",3.33586229510009,3.1358649704456,3.53585961975459,-0.000444514075575239,0.0164192897988599
73,500,"relax",3.13497625742435,2.9335690958502,3.33638341899851,0.00066617388394898,0.0165350339519032
73,500,"min_var",3.16123698650241,2.96640870753089,3.35606526547393,8.95932615736527e-06,0.0159949238269698
74,500,"relax",3.03312230077744,2.82410099148368,3.24214361007119,6.87792080691236e-05,0.0171601368036306
74,500,"min_var",3.05978437068939,2.85615082146319,3.26341791991559,-8.52019778144883e-06,0.0167178149172317
75,500,"relax",3.21684543458819,3.01416577295396,3.41952509622243,-3.23556196226104e-05,0.0166395030856356
75,500,"min_var",3.21912062687039,3.0205078654673,3.41773338827349,6.86546661466758e-06,0.0163056205519892
76,500,"relax",3.09741850416899,2.90307580531135,3.29176120302663,-1.38641639395022e-05,0.015955058890656
76,500,"min_var",3.09883183476448,2.90575719132792,3.29190647820105,-6.58446565013747e-05,0.0158509546508837
77,500,"relax",3.13383518957019,2.94183733772414,3.32583304141624,0.000179430381706718,0.0157625527024664
77,500,"min_var",3.14824637807965,2.95919123829739,3.33730151786192,-2.22560066565698e-05,0.0155209632599414
78,500,"relax",2.99258958476901,2.78506581554779,3.20011335399023,0.000674422383618235,0.0170371924368552
78,500,"min_var",2.93917617953166,2.74670167496687,3.13165068409645,-5.03900974592342e-06,0.0158016847215371
79,500,"relax",3.03199916856021,2.84291153025123,3.22108680686919,-5.08261428972657e-06,0.0155236313092718
79,500,"min_var",3.03240862514228,2.84381448422511,3.22100276605944,-3.09075217324056e-06,0.0154831163838588
80,500,"relax",3.2262871686703,3.03152734949553,3.42104698784506,-6.28008512962359e-05,0.0159893034455756
80,500,"min_var",3.22408055601433,3.03711424662923,3.41104686539942,1.93871699969533e-05,0.0153494754078358
81,500,"relax",2.89539867892265,2.69942254448661,3.0913748133587,-4.15269604277701e-06,0.0160891599451371
81,500,"min_var",2.89935333221555,2.70973826367141,3.08896840075968,3.27550778379292e-06,0.0155669320378924
82,500,"relax",3.24736952880621,3.05437184264964,3.44036721496278,-1.47152086838175e-05,0.0158446366469573
82,500,"min_var",3.24349533240654,3.05540997213827,3.4315806926748,-1.11963125207553e-05,0.0154413467405258
83,500,"relax",3.19588384448051,3.00104785794101,3.39071983102002,-0.000140724141850458,0.0159955565993968
83,500,"min_var",3.20013440666676,3.01103784818538,3.38923096514813,-0.00148996643058257,0.0155243636335457
84,500,"relax",3.06443575072527,2.86027443566448,3.26859706578606,0.000727473559906205,0.0167611431977429
84,500,"min_var",3.08358914731681,2.89055049420684,3.27662780042679,-2.7276982342198e-06,0.0158479999333482
85,500,"relax",3.13587771813363,2.93308397007793,3.33867146618933,4.18825693692061e-05,0.0166488693010058
85,500,"min_var",3.12565367933437,2.93070193582367,3.32060542284507,3.58667380842502e-05,0.016005059962802
86,500,"relax",3.01757876364619,2.82067713463772,3.21448039265465,0.000758621076328081,0.0161651407794716
86,500,"min_var",2.99140824843168,2.79552176093996,3.1872947359234,-3.55821519229929e-07,0.0160818001508948
87,500,"relax",3.01679575122833,2.81967878583064,3.21391271662603,3.20079779939494e-05,0.0161828193688479
87,500,"min_var",3.04141492287636,2.84718713849731,3.23564270725541,-3.39603124783168e-06,0.015945624693827
88,500,"relax",3.10980998311281,2.90948063049855,3.31013933572708,-8.47020899630505e-05,0.0164465484799556
88,500,"min_var",3.10829885912448,2.90994199798434,3.30665572026463,-1.23048066734921e-05,0.0162846117680754
89,500,"relax",3.12961362550735,2.9378044936516,3.32142275736311,-2.71027441376339e-05,0.0157470592541575
89,500,"min_var",3.15714418152452,2.97292825114606,3.34136011190297,-2.31122754365907e-05,0.0151236760375458
90,500,"relax",3.11574657376289,2.91458767366906,3.31690547385673,-4.04188207669769e-05,0.0165146522933067
90,500,"min_var",3.1147008118856,2.91615415127723,3.31324747249396,-2.25381189395138e-05,0.0163001938388747
91,500,"relax",3.1230940752916,2.93271877590055,3.31346937468265,-0.00012572015421851,0.0156293451257226
91,500,"min_var",3.11716135160476,2.92842574064827,3.30589696256125,-9.7362359619523e-05,0.0154947307270881
92,500,"relax",2.91859140460074,2.74296921102595,3.09421359817553,-0.000460191087867937,0.0144181513247609
92,500,"min_var",2.922548167696,2.74862528759102,3.09647104780098,-3.14121815994203e-06,0.0142786418569814
93,500,"relax",3.19680827100843,3.00416708967055,3.38944945234631,0.000902087820550375,0.0158153684757814
93,500,"min_var",3.16989653556824,2.98043402191987,3.35935904921661,0.0215442062055986,0.0155544076551381
94,500,"relax",3.13148030986667,2.9355867093551,3.32737391037824,1.28998161789686e-06,0.0160823841123779
94,500,"min_var",3.12651257449985,2.93333691151903,3.31968823748066,-4.33514296422767e-06,0.015859248107685
95,500,"relax",3.05054949400425,2.86112644535514,3.23997254265336,-7.8048627156441e-05,0.015551167675499
95,500,"min_var",3.05345393287353,2.86984304212536,3.23706482362171,-6.0626265864345e-05,0.0150740037679462
96,500,"relax",3.07063303935289,2.86609090684794,3.27517517185784,0.000230996817206084,0.0167924073758356
96,500,"min_var",3.07879136092186,2.88055053345065,3.27703218839306,6.735434083093e-06,0.016275085688464
97,500,"relax",3.01067807902038,2.80028223630906,3.2210739217317,0.000512949717456391,0.0172729826257442
97,500,"min_var",3.01591856701612,2.8141153873899,3.21772174664235,-0.00269062803870862,0.0165675460626207
98,500,"relax",3.14912688653946,2.94666101405536,3.35159275902356,0.000225548702783255,0.0166219515207932
98,500,"min_var",3.14145463813737,2.94766476850368,3.33524450777106,1.19131014328632e-05,0.0159096729673539
99,500,"relax",3.13611013462067,2.94459022172494,3.32763004751639,2.37417307604391e-05,0.0157233150869383
99,500,"min_var",3.09677035422504,2.91006650706278,3.2834742013873,1.2107508608753e-05,0.0153279279031108
100,500,"relax",3.02354254455805,2.8234797445295,3.2236053445866,-0.000369695306011091,0.016424665166471
100,500,"min_var",3.02472871890366,2.83121658205112,3.2182408557562,6.45710556157838e-06,0.0158868717872474
101,500,"relax",3.11691932889104,2.91907730669081,3.31476135109126,0.00143107638719752,0.0162423447539098
101,500,"min_var",3.12166916282773,2.92741718346215,3.31592114219331,0.00154096898578106,0.0159476110428754
102,500,"relax",3.06757022841454,2.85908453532781,3.27605592150126,-0.000278514532006098,0.017116164026798
102,500,"min_var",3.08749755282044,2.88240060545832,3.29259450018257,-1.25807372362031e-05,0.0168379563147544
103,500,"relax",3.14991523390532,2.95634763469529,3.34348283311534,0.000146390927929995,0.015891425110758
103,500,"min_var",3.17579777987242,2.98457547857197,3.36702008117287,0.00479354422998491,0.0156988819049503
104,500,"relax",3.2017616295433,3.00284366920651,3.4006795898801,-3.90178720659347e-05,0.0163306766358509
104,500,"min_var",3.17928015195116,2.98789536126473,3.3706649426376,0.000568056405327988,0.0157122218849845
105,500,"relax",3.11257911123633,2.91098235542592,3.31417586704675,-0.000541326554128855,0.0165505991736614
105,500,"min_var",3.0995659800452,2.90103757236495,3.29809438772545,5.91038179025866e-06,0.0162986953182473
106,500,"relax",3.22305246411562,3.02166267015895,3.42444225807229,-8.12975485724322e-05,0.0165336081131067
106,500,"min_var",3.22784277798533,3.03091931662828,3.42476623934239,3.16193942348897e-05,0.0161669331617398
107,500,"relax",3.0706108891964,2.86319085617963,3.27803092221316,9.10230505978307e-05,0.0170286759489147
107,500,"min_var",3.06285453127895,2.85996924801981,3.26573981453808,-5.07996475915672e-06,0.0166563841166892
108,500,"relax",3.09980157207251,2.91638014788702,3.28322299625799,2.18953422237457e-05,0.0150584490278749
108,500,"min_var",3.09416921706438,2.91103954328501,3.27729889084375,-1.10040481320796e-05,0.0150344970351409
109,500,"relax",2.99016698644966,2.79816433284232,3.182169640057,-4.42653279696072e-05,0.0157629469152906
109,500,"min_var",2.99689810568962,2.81082237736903,3.18297383401022,-6.12749907637628e-06,0.0152763608868657
110,500,"relax",3.14434294607639,2.951738508279,3.33694738387379,-0.000866404554496002,0.0158123519212326
110,500,"min_var",3.10418571526945,2.91884481545062,3.28952661508827,3.39663385707694e-05,0.0152160332692646
111,500,"relax",3.11693383725643,2.92192553844096,3.3119421360719,-0.000594467131640039,0.0160097030146041
111,500,"min_var",3.09146019865155,2.89910525815513,3.28381513914798,-1.44698606695431e-05,0.0157918688047921
112,500,"relax",3.09814638919354,2.8985855559327,3.29770722245437,-3.49556847364644e-06,0.01638345492607
112,500,"min_var",3.08528786696434,2.88830013392688,3.2822756000018,-5.29996784678621e-05,0.0161722097090548
113,500,"relax",3.19102295022011,2.99221879617179,3.38982710426842,0.00110661017418081,0.0163213334187121
113,500,"min_var",3.19496563009739,2.99995380538261,3.38997745481217,0.000244201824733176,0.0160099924822893
114,500,"relax",3.10014998604536,2.89648147442247,3.30381849766825,-0.000158747514897277,0.0167206852442439
114,500,"min_var",3.09855876157086,2.90101649197714,3.29610103116459,9.9350920895844e-06,0.0162177358001521
115,500,"relax",3.20511250236273,3.01162736105935,3.3985976436661,2.77878769726127e-06,0.0158846555188758
115,500,"min_var",3.20841141165286,3.02299303713157,3.39382978617416,1.35271702108523e-05,0.0152223937523069
116,500,"relax",3.01352563980818,2.81287897628849,3.21417230332787,-0.000278620886059017,0.0164725989269881
116,500,"min_var",3.0294951748085,2.83371792979135,3.22527241982566,-2.94780728174894e-05,0.016072831611684
117,500,"relax",3.0142872947073,2.80455060552133,3.22402398389327,-1.8129839105599e-05,0.0172188677380912
117,500,"min_var",3.00635049383238,2.80365069994204,3.20905028772271,-3.19921218770041e-06,0.0166411558944807
118,500,"relax",3.32995480582237,3.13493470447412,3.52497490717063,-1.43415437958633e-05,0.0160106719735964
118,500,"min_var",3.30578540560961,3.11948529618966,3.49208551502955,0.000172289826540261,0.0152947820247584
119,500,"relax",3.14293195972204,2.94929151899637,3.33657240044771,3.31454898837927e-06,0.0158974052205263
119,500,"min_var",3.14993460949898,2.95679017152054,3.34307904747741,7.91344916462356e-06,0.0158566846115786
120,500,"relax",3.15221402094603,2.94894107999817,3.35548696189388,0.00202408244723484,0.0166882098620825
120,500,"min_var",3.14312981130391,2.94325501964532,3.3430046029625,-5.71132852973555e-06,0.016409230140446
121,500,"relax",2.99458049957752,2.80387761678863,3.18528338236642,7.78842395697264e-05,0.0156562389191863
121,500,"min_var",3.02143324896336,2.83335384838414,3.20951264954257,-3.51843969968535e-05,0.0154408574646729
122,500,"relax",3.2042893830359,3.01437985239138,3.39419891368042,-0.000179488849878827,0.0155911066540745
122,500,"min_var",3.2197100063885,3.03302173994334,3.40639827283366,1.20031924120051e-05,0.0153266487644537
123,500,"relax",3.07371661409378,2.88473430958194,3.26269891860562,8.2546168934391e-07,0.0155149836628899
123,500,"min_var",3.09605100200951,2.90949062101359,3.28261138300543,2.10065458055809e-05,0.0153161496827492
124,500,"relax",3.18025482352018,2.99077420187896,3.36973544516141,-6.52649716842287e-06,0.0155558942769357
124,500,"min_var",3.16291569144726,2.97747592718107,3.34835545571344,-7.72561004118546e-07,0.0152241497978971
125,500,"relax",3.15887064643502,2.97163300515095,3.3461082877191,0.00038684522035557,0.0153717510912166
125,500,"min_var",3.16924778844923,2.98702989652941,3.35146568036905,0.00114116184856329,0.0149596419808986
126,500,"relax",3.1614307769537,2.95595983560286,3.36690171830453,-0.000159446077853434,0.0168686603038921
126,500,"min_var",3.16650175832033,2.96477268232403,3.36823083431664,-5.34364213157775e-05,0.0165614623363667
127,500,"relax",3.20049719150543,3.00686213547117,3.3941322475397,0.000248958470548877,0.0158969631505698
127,500,"min_var",3.14596207466367,2.96158431367496,3.33033983565238,-2.703414292268e-05,0.0151369619337077
128,500,"relax",2.92510429870605,2.73048406789952,3.11972452951259,2.72992696953272e-05,0.0159778435829275
128,500,"min_var",2.89538654003501,2.70297160219381,3.08780147787621,1.57089246322585e-05,0.0157967944396362
129,500,"relax",2.95478365587831,2.76780355321413,3.14176375854248,-7.17219178725545e-05,0.0153506078022164
129,500,"min_var",2.93904184811682,2.75521049281077,3.12287320342286,1.52634552779766e-05,0.0150921033673901
130,500,"relax",3.06463357243776,2.86502935475703,3.2642377901185,0.000502968538846134,0.0163870166805304
130,500,"min_var",3.06046591446407,2.86330799607518,3.25762383285296,-2.94257747807312e-05,0.0161861815089756
131,500,"relax",3.11920653568268,2.91410100730663,3.32431206405872,4.52418178742842e-06,0.01683866079495
131,500,"min_var",3.12092879759669,2.92662875636221,3.31522883883117,-5.38877187693376e-05,0.0159515568044256
132,500,"relax",3.00755050141573,2.81390222299567,3.20119877983579,0.000162708105558525,0.0158980486760118
132,500,"min_var",3.02023818136334,2.8308456884008,3.20963067432589,-2.04528319254017e-05,0.0155486591285791
133,500,"relax",3.26544899775028,3.07996547488928,3.45093252061129,0.000273878928391914,0.0152277422712003
133,500,"min_var",3.25492227356339,3.07490993804413,3.43493460908265,-2.39736316954325e-05,0.0147785712102216
134,500,"relax",3.18774975684553,2.98962310707474,3.38587640661633,3.69701027086376e-05,0.0162657119793168
